case,activity,time
8101,B,121500
8101,D,121501
8101,B,121502
8101,A,121503
8101,A,121504
8101,G,121505
8101,E,121506
8101,A,121507
8101,G,121508
8101,D,121509
8101,C,121510
8101,D,121511
8101,D,121512
8101,A,121513
8101,F,121514
8102,B,121515
8102,B,121516
8102,G,121517
8102,G,121518
8102,C,121519
8102,B,121520
8102,C,121521
8102,B,121522
8102,G,121523
8102,D,121524
8102,C,121525
8102,E,121526
8102,G,121527
8102,C,121528
8102,F,121529
8103,B,121530
8103,C,121531
8103,D,121532
8103,E,121533
8103,A,121534
8103,G,121535
8103,B,121536
8103,C,121537
8103,D,121538
8103,C,121539
8103,D,121540
8103,G,121541
8103,C,121542
8103,B,121543
8103,F,121544
8104,B,121545
8104,A,121546
8104,C,121547
8104,A,121548
8104,A,121549
8104,E,121550
8104,E,121551
8104,G,121552
8104,C,121553
8104,B,121554
8104,D,121555
8104,A,121556
8104,G,121557
8104,B,121558
8104,F,121559
8105,B,121560
8105,D,121561
8105,D,121562
8105,B,121563
8105,D,121564
8105,D,121565
8105,A,121566
8105,D,121567
8105,C,121568
8105,G,121569
8105,B,121570
8105,D,121571
8105,C,121572
8105,A,121573
8105,F,121574
8106,B,121575
8106,A,121576
8106,C,121577
8106,B,121578
8106,G,121579
8106,C,121580
8106,G,121581
8106,D,121582
8106,D,121583
8106,G,121584
8106,D,121585
8106,D,121586
8106,D,121587
8106,E,121588
8106,F,121589
8107,B,121590
8107,D,121591
8107,C,121592
8107,B,121593
8107,G,121594
8107,D,121595
8107,G,121596
8107,A,121597
8107,D,121598
8107,B,121599
8107,E,121600
8107,C,121601
8107,C,121602
8107,E,121603
8107,F,121604
8108,B,121605
8108,A,121606
8108,D,121607
8108,A,121608
8108,G,121609
8108,D,121610
8108,D,121611
8108,C,121612
8108,E,121613
8108,G,121614
8108,A,121615
8108,C,121616
8108,A,121617
8108,A,121618
8108,F,121619
8109,B,121620
8109,B,121621
8109,D,121622
8109,E,121623
8109,E,121624
8109,A,121625
8109,A,121626
8109,D,121627
8109,D,121628
8109,D,121629
8109,C,121630
8109,A,121631
8109,D,121632
8109,G,121633
8109,F,121634
8110,B,121635
8110,E,121636
8110,D,121637
8110,C,121638
8110,E,121639
8110,C,121640
