case,activity,time
1,B,0
1,G,1
1,E,2
1,G,3
1,A,4
1,A,5
1,A,6
1,C,7
1,C,8
1,B,9
1,G,10
1,C,11
1,G,12
1,G,13
1,F,14
2,B,15
2,C,16
2,C,17
2,B,18
2,C,19
2,E,20
2,E,21
2,D,22
2,A,23
2,E,24
2,C,25
2,E,26
2,C,27
2,C,28
2,F,29
3,B,30
3,G,31
3,C,32
3,C,33
3,D,34
3,G,35
3,E,36
3,B,37
3,C,38
3,D,39
3,E,40
3,G,41
3,C,42
3,B,43
3,F,44
4,B,45
4,G,46
4,D,47
4,C,48
4,E,49
4,E,50
4,D,51
4,C,52
4,A,53
4,C,54
4,B,55
4,C,56
4,B,57
4,D,58
4,F,59
5,B,60
5,C,61
5,G,62
5,A,63
5,C,64
5,B,65
5,D,66
5,C,67
5,E,68
5,D,69
5,B,70
5,E,71
5,A,72
5,C,73
5,F,74
6,B,75
6,D,76
6,A,77
6,A,78
6,B,79
6,D,80
6,A,81
6,G,82
6,G,83
6,A,84
6,C,85
6,B,86
6,C,87
6,E,88
6,F,89
7,B,90
7,C,91
7,A,92
7,C,93
7,C,94
7,B,95
7,E,96
7,C,97
7,A,98
7,G,99
7,E,100
7,C,101
7,B,102
7,A,103
7,F,104
8,B,105
8,C,106
8,E,107
8,D,108
8,A,109
8,G,110
8,B,111
8,C,112
8,C,113
8,A,114
8,G,115
8,G,116
8,E,117
8,C,118
8,F,119
9,B,120
9,E,121
9,B,122
9,B,123
9,B,124
9,A,125
9,A,126
9,D,127
9,A,128
9,G,129
9,G,130
9,C,131
9,G,132
9,C,133
9,F,134
10,B,135
10,B,136
10,B,137
10,B,138
10,E,139
10,B,140
10,A,141
10,G,142
10,D,143
10,C,144
10,D,145
10,D,146
10,B,147
10,D,148
10,F,149
11,B,150
11,A,151
11,D,152
11,G,153
11,B,154
11,D,155
11,A,156
11,D,157
11,E,158
11,D,159
11,E,160
11,G,161
11,C,162
11,B,163
11,F,164
12,B,165
12,G,166
12,G,167
12,B,168
12,E,169
12,D,170
12,E,171
12,A,172
12,D,173
12,B,174
12,B,175
12,B,176
12,B,177
12,A,178
12,F,179
13,B,180
13,C,181
13,C,182
13,B,183
13,D,184
13,E,185
13,G,186
13,C,187
13,A,188
13,E,189
13,E,190
13,G,191
13,B,192
13,A,193
13,F,194
14,B,195
14,G,196
14,D,197
14,E,198
14,G,199
14,D,200
14,B,201
14,A,202
14,A,203
14,E,204
14,C,205
14,B,206
14,G,207
14,G,208
14,F,209
15,B,210
15,A,211
15,B,212
15,A,213
15,E,214
15,B,215
15,E,216
15,D,217
15,B,218
15,G,219
15,E,220
15,A,221
15,D,222
15,G,223
15,F,224
16,B,225
16,B,226
16,D,227
16,D,228
16,G,229
16,B,230
16,E,231
16,C,232
16,B,233
16,E,234
16,A,235
16,D,236
16,B,237
16,E,238
16,F,239
17,B,240
17,E,241
17,B,242
17,C,243
17,C,244
17,A,245
17,E,246
17,A,247
17,A,248
17,B,249
17,G,250
17,A,251
17,D,252
17,E,253
17,F,254
18,B,255
18,C,256
18,D,257
18,A,258
18,B,259
18,D,260
18,B,261
18,B,262
18,A,263
18,B,264
18,C,265
18,E,266
18,E,267
18,D,268
18,F,269
19,B,270
19,B,271
19,A,272
19,B,273
19,E,274
19,A,275
19,C,276
19,D,277
19,A,278
19,A,279
19,G,280
19,D,281
19,D,282
19,A,283
19,F,284
20,B,285
20,B,286
20,A,287
20,B,288
20,A,289
20,C,290
20,E,291
20,E,292
20,G,293
20,A,294
20,D,295
20,B,296
20,G,297
20,B,298
20,F,299
21,B,300
21,G,301
21,B,302
21,D,303
21,G,304
21,C,305
21,C,306
21,A,307
21,C,308
21,G,309
21,D,310
21,D,311
21,D,312
21,E,313
21,F,314
22,B,315
22,D,316
22,C,317
22,C,318
22,C,319
22,B,320
22,E,321
22,C,322
22,B,323
22,G,324
22,G,325
22,C,326
22,E,327
22,B,328
22,F,329
23,B,330
23,E,331
23,D,332
23,D,333
23,B,334
23,G,335
23,C,336
23,B,337
23,B,338
23,G,339
23,D,340
23,A,341
23,E,342
23,B,343
23,F,344
24,B,345
24,D,346
24,G,347
24,C,348
24,C,349
24,A,350
24,E,351
24,E,352
24,C,353
24,A,354
24,D,355
24,D,356
24,D,357
24,G,358
24,F,359
25,B,360
25,D,361
25,C,362
25,G,363
25,E,364
25,B,365
25,B,366
25,D,367
25,D,368
25,E,369
25,G,370
25,C,371
25,E,372
25,C,373
25,F,374
26,B,375
26,D,376
26,C,377
26,D,378
26,A,379
26,D,380
26,A,381
26,E,382
26,A,383
26,A,384
26,G,385
26,G,386
26,A,387
26,D,388
26,F,389
27,B,390
27,G,391
27,C,392
27,A,393
27,D,394
27,B,395
27,B,396
27,E,397
27,E,398
27,B,399
27,G,400
27,C,401
27,G,402
27,C,403
27,F,404
28,B,405
28,C,406
28,G,407
28,C,408
28,G,409
28,G,410
28,A,411
28,B,412
28,C,413
28,G,414
28,B,415
28,B,416
28,G,417
28,E,418
28,F,419
29,B,420
29,B,421
29,C,422
29,D,423
29,E,424
29,G,425
29,D,426
29,B,427
29,D,428
29,D,429
29,G,430
29,A,431
29,B,432
29,D,433
29,F,434
30,B,435
30,A,436
30,E,437
30,E,438
