case,activity,time
4951,B,74250
4951,D,74251
4951,G,74252
4951,B,74253
4951,E,74254
4951,G,74255
4951,G,74256
4951,G,74257
4951,E,74258
4951,A,74259
4951,D,74260
4951,G,74261
4951,D,74262
4951,C,74263
4951,F,74264
4952,B,74265
4952,B,74266
4952,B,74267
4952,E,74268
4952,A,74269
4952,B,74270
4952,C,74271
4952,G,74272
4952,B,74273
4952,E,74274
4952,E,74275
4952,C,74276
4952,G,74277
4952,A,74278
4952,F,74279
4953,B,74280
4953,E,74281
4953,B,74282
4953,A,74283
4953,A,74284
4953,G,74285
4953,E,74286
4953,E,74287
4953,B,74288
4953,D,74289
4953,C,74290
4953,D,74291
4953,B,74292
4953,A,74293
4953,F,74294
4954,B,74295
4954,C,74296
4954,G,74297
4954,A,74298
4954,E,74299
4954,E,74300
4954,C,74301
4954,A,74302
4954,G,74303
4954,D,74304
4954,E,74305
4954,B,74306
4954,A,74307
4954,D,74308
4954,F,74309
4955,B,74310
4955,D,74311
4955,A,74312
4955,C,74313
4955,D,74314
4955,C,74315
4955,G,74316
4955,D,74317
4955,B,74318
4955,D,74319
4955,E,74320
4955,A,74321
4955,E,74322
4955,B,74323
4955,F,74324
4956,B,74325
4956,C,74326
4956,G,74327
4956,A,74328
4956,B,74329
4956,A,74330
4956,C,74331
4956,G,74332
4956,E,74333
4956,D,74334
4956,G,74335
4956,G,74336
4956,E,74337
4956,C,74338
4956,F,74339
4957,B,74340
4957,D,74341
4957,A,74342
4957,E,74343
4957,D,74344
4957,A,74345
4957,C,74346
4957,G,74347
4957,E,74348
4957,G,74349
4957,B,74350
4957,D,74351
4957,A,74352
4957,D,74353
4957,F,74354
4958,B,74355
4958,G,74356
4958,C,74357
4958,G,74358
4958,G,74359
4958,E,74360
4958,B,74361
4958,C,74362
4958,A,74363
4958,G,74364
4958,G,74365
4958,B,74366
4958,E,74367
4958,C,74368
4958,F,74369
4959,B,74370
4959,B,74371
4959,G,74372
4959,D,74373
4959,D,74374
4959,C,74375
4959,C,74376
4959,D,74377
4959,B,74378
4959,A,74379
4959,A,74380
4959,D,74381
4959,A,74382
4959,B,74383
4959,F,74384
4960,B,74385
4960,D,74386
4960,G,74387
4960,E,74388
4960,G,74389
4960,D,74390
4960,D,74391
4960,D,74392
4960,A,74393
4960,B,74394
4960,A,74395
4960,D,74396
4960,C,74397
4960,G,74398
4960,F,74399
4961,B,74400
4961,E,74401
4961,E,74402
4961,A,74403
4961,G,74404
4961,D,74405
4961,C,74406
4961,B,74407
4961,A,74408
4961,B,74409
4961,G,74410
4961,E,74411
4961,D,74412
4961,C,74413
4961,F,74414
4962,B,74415
4962,G,74416
4962,G,74417
4962,G,74418
4962,E,74419
4962,E,74420
4962,E,74421
4962,B,74422
4962,E,74423
4962,C,74424
4962,B,74425
4962,B,74426
4962,C,74427
4962,G,74428
4962,F,74429
4963,B,74430
4963,A,74431
4963,G,74432
4963,G,74433
4963,B,74434
4963,E,74435
4963,B,74436
4963,D,74437
4963,D,74438
4963,B,74439
4963,C,74440
4963,G,74441
4963,E,74442
4963,B,74443
4963,F,74444
4964,B,74445
4964,G,74446
4964,E,74447
4964,G,74448
4964,B,74449
4964,G,74450
4964,G,74451
4964,D,74452
4964,D,74453
4964,C,74454
4964,A,74455
4964,G,74456
4964,C,74457
4964,G,74458
4964,F,74459
4965,B,74460
4965,C,74461
4965,G,74462
4965,D,74463
4965,C,74464
4965,G,74465
4965,B,74466
4965,C,74467
4965,C,74468
4965,E,74469
4965,C,74470
4965,C,74471
4965,A,74472
4965,E,74473
4965,F,74474
4966,B,74475
4966,B,74476
4966,D,74477
4966,E,74478
4966,B,74479
4966,D,74480
4966,A,74481
4966,C,74482
4966,A,74483
4966,C,74484
4966,A,74485
4966,C,74486
4966,B,74487
4966,C,74488
4966,F,74489
4967,B,74490
4967,B,74491
4967,E,74492
4967,B,74493
4967,G,74494
4967,E,74495
4967,E,74496
4967,E,74497
4967,G,74498
4967,G,74499
4967,A,74500
4967,D,74501
4967,A,74502
4967,B,74503
4967,F,74504
4968,B,74505
4968,D,74506
4968,A,74507
4968,E,74508
4968,B,74509
4968,G,74510
4968,B,74511
4968,B,74512
4968,E,74513
4968,D,74514
4968,C,74515
4968,E,74516
4968,E,74517
4968,D,74518
4968,F,74519
4969,B,74520
4969,G,74521
4969,B,74522
4969,B,74523
4969,C,74524
4969,A,74525
4969,G,74526
4969,C,74527
4969,A,74528
4969,E,74529
4969,E,74530
4969,B,74531
4969,C,74532
4969,C,74533
4969,F,74534
4970,B,74535
4970,A,74536
4970,G,74537
4970,E,74538
4970,C,74539
4970,C,74540
4970,A,74541
4970,B,74542
4970,G,74543
4970,C,74544
4970,B,74545
4970,A,74546
4970,E,74547
4970,G,74548
4970,F,74549
4971,B,74550
4971,G,74551
4971,G,74552
4971,E,74553
4971,E,74554
4971,G,74555
4971,A,74556
4971,D,74557
4971,A,74558
4971,B,74559
4971,A,74560
4971,D,74561
4971,C,74562
4971,E,74563
4971,F,74564
4972,B,74565
4972,E,74566
4972,D,74567
4972,C,74568
4972,B,74569
4972,E,74570
4972,A,74571
4972,G,74572
4972,C,74573
4972,D,74574
4972,D,74575
4972,E,74576
4972,D,74577
4972,D,74578
4972,F,74579
4973,B,74580
