case,activity,time
9451,B,141750
9451,D,141751
9451,G,141752
9451,C,141753
9451,A,141754
9451,B,141755
9451,E,141756
9451,C,141757
9451,G,141758
9451,B,141759
9451,G,141760
9451,D,141761
9451,C,141762
9451,C,141763
9451,F,141764
9452,B,141765
9452,D,141766
9452,A,141767
9452,A,141768
9452,C,141769
9452,D,141770
9452,C,141771
9452,G,141772
9452,A,141773
9452,C,141774
9452,B,141775
9452,A,141776
9452,C,141777
9452,G,141778
9452,F,141779
9453,B,141780
9453,G,141781
9453,B,141782
9453,G,141783
9453,G,141784
9453,B,141785
9453,D,141786
9453,B,141787
9453,A,141788
9453,E,141789
9453,D,141790
9453,B,141791
9453,A,141792
9453,G,141793
9453,F,141794
9454,B,141795
9454,B,141796
9454,E,141797
9454,C,141798
9454,G,141799
9454,D,141800
9454,B,141801
9454,A,141802
9454,B,141803
9454,G,141804
9454,A,141805
9454,G,141806
9454,E,141807
9454,B,141808
9454,F,141809
9455,B,141810
9455,G,141811
9455,E,141812
9455,A,141813
9455,B,141814
9455,B,141815
9455,A,141816
9455,E,141817
9455,A,141818
9455,G,141819
9455,A,141820
9455,E,141821
9455,D,141822
9455,B,141823
9455,F,141824
9456,B,141825
9456,D,141826
9456,B,141827
9456,A,141828
9456,E,141829
9456,B,141830
9456,B,141831
9456,D,141832
9456,B,141833
9456,D,141834
9456,A,141835
9456,C,141836
9456,E,141837
9456,E,141838
9456,F,141839
9457,B,141840
9457,D,141841
9457,A,141842
9457,B,141843
9457,B,141844
9457,G,141845
9457,D,141846
9457,B,141847
9457,A,141848
9457,A,141849
9457,D,141850
9457,E,141851
9457,B,141852
9457,G,141853
9457,F,141854
9458,B,141855
9458,E,141856
9458,C,141857
9458,G,141858
9458,C,141859
9458,C,141860
9458,A,141861
9458,E,141862
9458,D,141863
9458,D,141864
9458,E,141865
9458,A,141866
9458,B,141867
9458,C,141868
9458,F,141869
9459,B,141870
9459,B,141871
9459,C,141872
9459,C,141873
9459,C,141874
9459,G,141875
9459,C,141876
9459,B,141877
9459,G,141878
9459,A,141879
9459,E,141880
9459,C,141881
9459,E,141882
9459,C,141883
9459,F,141884
9460,B,141885
9460,C,141886
9460,D,141887
9460,B,141888
9460,E,141889
9460,C,141890
9460,B,141891
9460,D,141892
9460,G,141893
9460,A,141894
9460,E,141895
9460,C,141896
9460,A,141897
9460,D,141898
9460,F,141899
9461,B,141900
9461,D,141901
9461,C,141902
9461,E,141903
9461,C,141904
9461,E,141905
9461,D,141906
9461,A,141907
9461,G,141908
9461,E,141909
9461,B,141910
9461,G,141911
9461,G,141912
9461,D,141913
9461,F,141914
9462,B,141915
9462,C,141916
9462,C,141917
9462,E,141918
9462,D,141919
9462,A,141920
9462,D,141921
9462,G,141922
9462,G,141923
9462,C,141924
9462,G,141925
9462,B,141926
9462,C,141927
9462,D,141928
9462,F,141929
9463,B,141930
9463,B,141931
9463,B,141932
9463,A,141933
9463,D,141934
9463,E,141935
9463,E,141936
9463,A,141937
9463,G,141938
9463,A,141939
9463,B,141940
9463,B,141941
9463,B,141942
9463,D,141943
9463,F,141944
9464,B,141945
9464,D,141946
9464,B,141947
9464,C,141948
9464,G,141949
9464,C,141950
9464,G,141951
9464,B,141952
9464,E,141953
9464,A,141954
9464,C,141955
9464,C,141956
9464,B,141957
9464,E,141958
9464,F,141959
9465,B,141960
9465,B,141961
9465,B,141962
9465,D,141963
9465,G,141964
9465,A,141965
9465,C,141966
9465,A,141967
9465,D,141968
9465,D,141969
9465,C,141970
9465,E,141971
9465,E,141972
9465,C,141973
9465,F,141974
9466,B,141975
9466,C,141976
9466,C,141977
9466,A,141978
9466,B,141979
9466,C,141980
9466,G,141981
9466,G,141982
9466,E,141983
9466,E,141984
9466,B,141985
9466,C,141986
9466,C,141987
9466,E,141988
9466,F,141989
9467,B,141990
9467,A,141991
9467,D,141992
9467,G,141993
9467,A,141994
9467,G,141995
9467,B,141996
9467,E,141997
9467,G,141998
9467,D,141999
9467,E,142000
9467,D,142001
9467,E,142002
9467,A,142003
9467,F,142004
9468,B,142005
9468,B,142006
9468,E,142007
9468,G,142008
9468,E,142009
9468,A,142010
9468,C,142011
9468,E,142012
9468,C,142013
9468,C,142014
9468,A,142015
9468,G,142016
9468,G,142017
9468,D,142018
9468,F,142019
9469,B,142020
9469,E,142021
9469,B,142022
9469,B,142023
9469,E,142024
9469,E,142025
9469,A,142026
9469,A,142027
9469,A,142028
9469,C,142029
9469,B,142030
9469,B,142031
9469,E,142032
9469,E,142033
9469,F,142034
9470,B,142035
9470,D,142036
9470,B,142037
9470,G,142038
9470,C,142039
9470,A,142040
9470,B,142041
9470,C,142042
9470,A,142043
9470,A,142044
9470,E,142045
9470,B,142046
9470,D,142047
9470,C,142048
9470,F,142049
9471,B,142050
9471,E,142051
9471,G,142052
9471,A,142053
9471,E,142054
9471,C,142055
9471,E,142056
9471,D,142057
9471,C,142058
9471,G,142059
9471,E,142060
9471,D,142061
9471,E,142062
9471,D,142063
9471,F,142064
9472,B,142065
9472,D,142066
9472,E,142067
9472,D,142068
9472,A,142069
9472,E,142070
9472,E,142071
9472,A,142072
9472,D,142073
9472,C,142074
9472,B,142075
9472,G,142076
9472,G,142077
9472,B,142078
9472,F,142079
9473,B,142080
9473,A,142081
9473,D,142082
9473,G,142083
9473,A,142084
9473,B,142085
9473,C,142086
9473,A,142087
9473,G,142088
9473,B,142089
9473,D,142090
9473,E,142091
9473,C,142092
9473,E,142093
9473,F,142094
9474,B,142095
9474,E,142096
9474,B,142097
9474,B,142098
9474,C,142099
9474,E,142100
9474,A,142101
9474,E,142102
9474,E,142103
9474,E,142104
9474,G,142105
9474,E,142106
9474,C,142107
9474,C,142108
9474,F,142109
9475,B,142110
9475,E,142111
9475,C,142112
9475,C,142113
9475,B,142114
9475,E,142115
9475,G,142116
9475,E,142117
9475,D,142118
9475,C,142119
9475,C,142120
9475,B,142121
9475,E,142122
9475,D,142123
9475,F,142124
9476,B,142125
9476,B,142126
9476,D,142127
9476,B,142128
9476,A,142129
9476,C,142130
9476,C,142131
9476,A,142132
9476,B,142133
9476,C,142134
9476,C,142135
9476,E,142136
9476,D,142137
9476,A,142138
9476,F,142139
9477,B,142140
9477,G,142141
9477,A,142142
9477,C,142143
9477,G,142144
9477,D,142145
9477,C,142146
9477,D,142147
9477,C,142148
9477,D,142149
9477,G,142150
9477,D,142151
9477,E,142152
9477,E,142153
9477,F,142154
9478,B,142155
9478,C,142156
9478,A,142157
9478,A,142158
9478,D,142159
9478,A,142160
9478,B,142161
9478,D,142162
9478,D,142163
9478,B,142164
9478,E,142165
9478,E,142166
9478,B,142167
9478,G,142168
9478,F,142169
9479,B,142170
9479,G,142171
9479,A,142172
9479,C,142173
9479,A,142174
9479,B,142175
9479,E,142176
9479,D,142177
9479,D,142178
9479,A,142179
9479,A,142180
9479,A,142181
9479,B,142182
9479,D,142183
9479,F,142184
9480,B,142185
9480,D,142186
9480,B,142187
9480,D,142188
9480,B,142189
9480,E,142190
9480,D,142191
9480,A,142192
9480,A,142193
9480,C,142194
9480,C,142195
9480,G,142196
9480,E,142197
9480,C,142198
9480,F,142199
9481,B,142200
9481,C,142201
9481,A,142202
9481,G,142203
9481,B,142204
9481,G,142205
9481,E,142206
9481,C,142207
9481,C,142208
9481,E,142209
9481,G,142210
9481,C,142211
9481,B,142212
9481,G,142213
9481,F,142214
9482,B,142215
9482,G,142216
9482,B,142217
9482,C,142218
9482,C,142219
9482,B,142220
9482,A,142221
9482,C,142222
9482,C,142223
9482,G,142224
9482,E,142225
9482,G,142226
9482,E,142227
9482,D,142228
9482,F,142229
9483,B,142230
9483,C,142231
9483,A,142232
9483,B,142233
9483,B,142234
9483,B,142235
9483,B,142236
9483,D,142237
9483,C,142238
9483,D,142239
9483,C,142240
9483,A,142241
9483,D,142242
9483,G,142243
9483,F,142244
9484,B,142245
9484,B,142246
9484,E,142247
9484,A,142248
9484,G,142249
9484,D,142250
9484,G,142251
9484,A,142252
9484,E,142253
9484,C,142254
9484,G,142255
9484,D,142256
9484,G,142257
9484,C,142258
9484,F,142259
9485,B,142260
9485,G,142261
9485,A,142262
9485,C,142263
9485,C,142264
9485,B,142265
9485,E,142266
9485,G,142267
9485,C,142268
9485,C,142269
9485,E,142270
9485,D,142271
9485,C,142272
9485,D,142273
9485,F,142274
9486,B,142275
9486,B,142276
9486,A,142277
9486,E,142278
9486,B,142279
9486,D,142280
9486,E,142281
9486,D,142282
9486,G,142283
9486,A,142284
9486,C,142285
9486,D,142286
9486,D,142287
9486,C,142288
9486,F,142289
9487,B,142290
9487,G,142291
9487,D,142292
9487,E,142293
9487,C,142294
9487,B,142295
9487,G,142296
9487,D,142297
9487,D,142298
9487,D,142299
9487,G,142300
9487,B,142301
9487,D,142302
9487,D,142303
9487,F,142304
9488,B,142305
9488,A,142306
