case,activity,time
1351,B,20250
1351,C,20251
1351,B,20252
1351,G,20253
1351,C,20254
1351,C,20255
1351,C,20256
1351,C,20257
1351,C,20258
1351,A,20259
1351,C,20260
1351,C,20261
1351,C,20262
1351,A,20263
1351,F,20264
1352,B,20265
1352,C,20266
1352,B,20267
1352,A,20268
1352,C,20269
1352,D,20270
1352,E,20271
1352,C,20272
1352,C,20273
1352,C,20274
1352,B,20275
1352,B,20276
1352,C,20277
1352,E,20278
1352,F,20279
1353,B,20280
1353,C,20281
1353,B,20282
1353,G,20283
1353,E,20284
1353,B,20285
1353,D,20286
1353,A,20287
1353,C,20288
1353,B,20289
1353,E,20290
1353,E,20291
1353,A,20292
1353,B,20293
1353,F,20294
1354,B,20295
1354,E,20296
1354,C,20297
1354,E,20298
1354,D,20299
1354,B,20300
1354,D,20301
1354,C,20302
1354,B,20303
1354,C,20304
1354,E,20305
1354,D,20306
1354,E,20307
1354,A,20308
1354,F,20309
1355,B,20310
1355,E,20311
1355,E,20312
1355,A,20313
1355,B,20314
1355,D,20315
1355,G,20316
1355,A,20317
1355,G,20318
1355,C,20319
1355,E,20320
1355,A,20321
1355,B,20322
1355,E,20323
1355,F,20324
1356,B,20325
1356,E,20326
1356,B,20327
1356,A,20328
1356,G,20329
1356,B,20330
1356,C,20331
1356,D,20332
1356,D,20333
1356,B,20334
1356,A,20335
1356,B,20336
1356,G,20337
1356,G,20338
1356,F,20339
1357,B,20340
1357,G,20341
1357,G,20342
1357,D,20343
1357,A,20344
1357,B,20345
1357,B,20346
1357,A,20347
1357,D,20348
1357,B,20349
1357,D,20350
1357,C,20351
1357,C,20352
1357,C,20353
1357,F,20354
1358,B,20355
1358,C,20356
1358,E,20357
1358,D,20358
1358,E,20359
1358,G,20360
1358,B,20361
1358,D,20362
1358,E,20363
1358,E,20364
1358,D,20365
1358,G,20366
1358,C,20367
1358,G,20368
1358,F,20369
1359,B,20370
1359,D,20371
1359,B,20372
1359,E,20373
1359,G,20374
1359,G,20375
1359,B,20376
1359,E,20377
1359,E,20378
1359,G,20379
1359,D,20380
1359,E,20381
1359,G,20382
1359,C,20383
1359,F,20384
1360,B,20385
1360,D,20386
1360,D,20387
1360,G,20388
1360,B,20389
1360,E,20390
1360,G,20391
1360,C,20392
1360,G,20393
1360,D,20394
1360,D,20395
1360,C,20396
1360,A,20397
1360,E,20398
1360,F,20399
1361,B,20400
1361,A,20401
1361,B,20402
1361,C,20403
1361,D,20404
1361,G,20405
1361,G,20406
1361,D,20407
1361,B,20408
1361,B,20409
1361,G,20410
1361,C,20411
1361,G,20412
1361,C,20413
1361,F,20414
1362,B,20415
1362,D,20416
1362,A,20417
1362,A,20418
1362,G,20419
1362,E,20420
1362,B,20421
1362,C,20422
1362,G,20423
1362,B,20424
1362,G,20425
1362,A,20426
1362,B,20427
1362,E,20428
1362,F,20429
1363,B,20430
1363,D,20431
1363,E,20432
1363,G,20433
1363,C,20434
1363,A,20435
1363,B,20436
1363,A,20437
1363,B,20438
1363,A,20439
1363,A,20440
1363,G,20441
1363,G,20442
1363,G,20443
1363,F,20444
1364,B,20445
1364,A,20446
1364,E,20447
1364,G,20448
1364,E,20449
1364,E,20450
1364,B,20451
1364,D,20452
1364,E,20453
1364,C,20454
1364,B,20455
1364,D,20456
1364,C,20457
1364,A,20458
1364,F,20459
1365,B,20460
1365,C,20461
1365,A,20462
1365,B,20463
1365,B,20464
1365,A,20465
1365,C,20466
1365,D,20467
1365,B,20468
1365,B,20469
1365,B,20470
1365,B,20471
1365,E,20472
1365,A,20473
1365,F,20474
1366,B,20475
1366,E,20476
1366,C,20477
1366,G,20478
1366,B,20479
1366,B,20480
1366,A,20481
1366,B,20482
1366,G,20483
1366,G,20484
1366,A,20485
1366,A,20486
1366,G,20487
1366,B,20488
1366,F,20489
1367,B,20490
1367,G,20491
1367,G,20492
1367,A,20493
1367,E,20494
1367,G,20495
1367,G,20496
1367,G,20497
1367,G,20498
1367,A,20499
1367,G,20500
1367,E,20501
1367,A,20502
1367,B,20503
1367,F,20504
1368,B,20505
1368,C,20506
1368,G,20507
1368,A,20508
1368,A,20509
1368,E,20510
1368,A,20511
1368,D,20512
1368,C,20513
1368,D,20514
1368,G,20515
1368,C,20516
1368,D,20517
1368,G,20518
1368,F,20519
1369,B,20520
1369,A,20521
1369,C,20522
1369,D,20523
1369,A,20524
1369,D,20525
1369,G,20526
1369,C,20527
1369,G,20528
1369,G,20529
1369,B,20530
1369,C,20531
1369,C,20532
1369,B,20533
1369,F,20534
1370,B,20535
1370,B,20536
1370,G,20537
1370,A,20538
1370,E,20539
1370,A,20540
1370,A,20541
1370,C,20542
1370,G,20543
1370,C,20544
1370,E,20545
1370,A,20546
1370,C,20547
