case,activity,time
4051,B,60750
4051,E,60751
4051,E,60752
4051,G,60753
4051,B,60754
4051,B,60755
4051,B,60756
4051,A,60757
4051,E,60758
4051,G,60759
4051,C,60760
4051,A,60761
4051,C,60762
4051,B,60763
4051,F,60764
4052,B,60765
4052,E,60766
4052,D,60767
4052,A,60768
4052,B,60769
4052,G,60770
4052,D,60771
4052,C,60772
4052,G,60773
4052,G,60774
4052,G,60775
4052,A,60776
4052,G,60777
4052,E,60778
4052,F,60779
4053,B,60780
4053,B,60781
4053,A,60782
4053,A,60783
4053,E,60784
4053,A,60785
4053,G,60786
4053,A,60787
4053,D,60788
4053,B,60789
4053,A,60790
4053,B,60791
4053,B,60792
4053,G,60793
4053,F,60794
4054,B,60795
4054,G,60796
4054,G,60797
4054,E,60798
4054,E,60799
4054,B,60800
4054,A,60801
4054,C,60802
4054,G,60803
4054,E,60804
4054,B,60805
4054,E,60806
4054,C,60807
4054,B,60808
4054,F,60809
4055,B,60810
4055,D,60811
4055,A,60812
4055,G,60813
4055,D,60814
4055,A,60815
4055,A,60816
4055,G,60817
4055,B,60818
4055,E,60819
4055,E,60820
4055,E,60821
4055,E,60822
4055,G,60823
4055,F,60824
4056,B,60825
4056,G,60826
4056,D,60827
4056,E,60828
4056,A,60829
4056,C,60830
4056,D,60831
4056,G,60832
4056,C,60833
4056,D,60834
4056,G,60835
4056,E,60836
4056,E,60837
4056,E,60838
4056,F,60839
4057,B,60840
4057,C,60841
4057,G,60842
4057,G,60843
4057,C,60844
4057,C,60845
4057,G,60846
4057,G,60847
4057,B,60848
4057,C,60849
4057,C,60850
4057,B,60851
4057,D,60852
4057,D,60853
4057,F,60854
4058,B,60855
4058,C,60856
4058,B,60857
4058,B,60858
4058,A,60859
4058,B,60860
4058,E,60861
4058,D,60862
4058,E,60863
4058,G,60864
4058,B,60865
4058,G,60866
4058,E,60867
4058,A,60868
4058,F,60869
4059,B,60870
4059,A,60871
4059,B,60872
4059,C,60873
4059,A,60874
4059,D,60875
4059,G,60876
4059,A,60877
4059,C,60878
4059,G,60879
4059,C,60880
4059,B,60881
4059,A,60882
4059,G,60883
4059,F,60884
4060,B,60885
4060,D,60886
4060,A,60887
4060,B,60888
4060,C,60889
4060,A,60890
4060,D,60891
4060,D,60892
4060,D,60893
4060,B,60894
4060,E,60895
4060,G,60896
4060,C,60897
4060,A,60898
4060,F,60899
4061,B,60900
4061,G,60901
4061,D,60902
4061,G,60903
4061,E,60904
4061,B,60905
4061,G,60906
4061,G,60907
4061,E,60908
4061,D,60909
4061,D,60910
4061,B,60911
4061,A,60912
4061,C,60913
4061,F,60914
4062,B,60915
4062,A,60916
4062,E,60917
4062,C,60918
4062,A,60919
4062,C,60920
4062,C,60921
4062,A,60922
4062,E,60923
4062,D,60924
4062,G,60925
4062,C,60926
4062,B,60927
4062,E,60928
4062,F,60929
4063,B,60930
4063,E,60931
4063,D,60932
4063,G,60933
4063,D,60934
4063,G,60935
4063,G,60936
4063,C,60937
4063,B,60938
4063,E,60939
4063,B,60940
4063,E,60941
4063,B,60942
4063,E,60943
4063,F,60944
4064,B,60945
4064,B,60946
4064,B,60947
4064,C,60948
4064,C,60949
4064,G,60950
4064,C,60951
4064,D,60952
4064,A,60953
4064,C,60954
4064,C,60955
4064,C,60956
4064,E,60957
4064,G,60958
4064,F,60959
4065,B,60960
4065,E,60961
4065,E,60962
4065,D,60963
4065,C,60964
4065,D,60965
4065,E,60966
4065,B,60967
4065,B,60968
4065,B,60969
4065,A,60970
4065,D,60971
4065,A,60972
4065,B,60973
4065,F,60974
4066,B,60975
4066,D,60976
4066,C,60977
4066,A,60978
4066,C,60979
4066,D,60980
4066,A,60981
4066,B,60982
4066,D,60983
4066,G,60984
4066,G,60985
4066,E,60986
4066,D,60987
4066,B,60988
4066,F,60989
4067,B,60990
4067,D,60991
4067,E,60992
4067,C,60993
4067,B,60994
4067,B,60995
4067,B,60996
4067,G,60997
4067,G,60998
4067,C,60999
4067,B,61000
4067,A,61001
4067,B,61002
4067,G,61003
4067,F,61004
4068,B,61005
4068,D,61006
4068,A,61007
4068,G,61008
4068,G,61009
4068,C,61010
4068,B,61011
4068,G,61012
4068,A,61013
4068,D,61014
4068,B,61015
4068,C,61016
4068,C,61017
4068,D,61018
4068,F,61019
4069,B,61020
4069,D,61021
4069,D,61022
4069,C,61023
4069,A,61024
4069,G,61025
4069,A,61026
4069,D,61027
4069,G,61028
4069,C,61029
4069,A,61030
4069,E,61031
4069,E,61032
4069,D,61033
4069,F,61034
4070,B,61035
4070,B,61036
4070,C,61037
4070,E,61038
4070,D,61039
4070,G,61040
4070,C,61041
4070,A,61042
4070,A,61043
4070,G,61044
4070,B,61045
4070,A,61046
4070,G,61047
4070,E,61048
4070,F,61049
4071,B,61050
4071,C,61051
4071,E,61052
4071,A,61053
4071,D,61054
4071,A,61055
4071,E,61056
4071,E,61057
4071,B,61058
4071,A,61059
4071,D,61060
4071,A,61061
4071,D,61062
4071,D,61063
4071,F,61064
4072,B,61065
4072,D,61066
4072,A,61067
4072,D,61068
4072,D,61069
4072,G,61070
4072,D,61071
4072,G,61072
4072,D,61073
4072,E,61074
4072,E,61075
4072,C,61076
4072,A,61077
4072,B,61078
4072,F,61079
4073,B,61080
4073,D,61081
4073,D,61082
4073,B,61083
4073,D,61084
4073,B,61085
4073,D,61086
4073,G,61087
4073,D,61088
4073,A,61089
4073,A,61090
4073,D,61091
4073,E,61092
4073,B,61093
4073,F,61094
4074,B,61095
4074,G,61096
4074,C,61097
4074,E,61098
4074,C,61099
4074,E,61100
4074,B,61101
4074,E,61102
4074,A,61103
4074,C,61104
4074,D,61105
4074,A,61106
4074,A,61107
4074,G,61108
4074,F,61109
4075,B,61110
4075,B,61111
4075,E,61112
4075,A,61113
4075,D,61114
4075,E,61115
4075,E,61116
4075,G,61117
4075,D,61118
4075,C,61119
4075,C,61120
4075,D,61121
4075,D,61122
4075,C,61123
4075,F,61124
4076,B,61125
4076,E,61126
4076,D,61127
4076,D,61128
4076,C,61129
4076,C,61130
4076,D,61131
4076,C,61132
4076,B,61133
4076,G,61134
4076,C,61135
4076,C,61136
4076,B,61137
4076,C,61138
4076,F,61139
4077,B,61140
4077,G,61141
4077,B,61142
4077,A,61143
4077,G,61144
4077,B,61145
4077,C,61146
4077,A,61147
4077,A,61148
4077,B,61149
4077,E,61150
4077,A,61151
4077,C,61152
4077,G,61153
4077,F,61154
4078,B,61155
4078,B,61156
4078,D,61157
4078,D,61158
4078,E,61159
4078,B,61160
4078,D,61161
4078,G,61162
4078,C,61163
4078,A,61164
4078,A,61165
4078,B,61166
4078,B,61167
4078,G,61168
4078,F,61169
4079,B,61170
4079,D,61171
4079,B,61172
4079,B,61173
4079,B,61174
4079,G,61175
4079,D,61176
4079,D,61177
4079,D,61178
4079,D,61179
4079,C,61180
4079,C,61181
4079,B,61182
4079,E,61183
4079,F,61184
4080,B,61185
4080,C,61186
4080,C,61187
4080,D,61188
4080,D,61189
4080,E,61190
4080,G,61191
4080,E,61192
4080,E,61193
4080,B,61194
4080,B,61195
4080,A,61196
4080,D,61197
4080,C,61198
4080,F,61199
4081,B,61200
4081,C,61201
4081,E,61202
4081,G,61203
4081,G,61204
4081,B,61205
4081,E,61206
4081,E,61207
4081,E,61208
4081,A,61209
4081,E,61210
4081,B,61211
4081,D,61212
4081,A,61213
4081,F,61214
4082,B,61215
4082,E,61216
4082,B,61217
4082,G,61218
4082,E,61219
4082,G,61220
4082,E,61221
4082,C,61222
4082,D,61223
4082,A,61224
4082,D,61225
4082,E,61226
4082,E,61227
4082,E,61228
4082,F,61229
4083,B,61230
4083,C,61231
4083,A,61232
4083,C,61233
4083,C,61234
4083,G,61235
4083,E,61236
4083,A,61237
4083,A,61238
4083,E,61239
4083,G,61240
4083,G,61241
4083,B,61242
4083,C,61243
4083,F,61244
4084,B,61245
4084,E,61246
4084,A,61247
4084,A,61248
4084,E,61249
4084,C,61250
4084,A,61251
4084,A,61252
4084,D,61253
4084,A,61254
4084,B,61255
4084,B,61256
4084,A,61257
4084,G,61258
4084,F,61259
4085,B,61260
4085,A,61261
4085,D,61262
4085,C,61263
4085,A,61264
4085,G,61265
4085,C,61266
4085,C,61267
4085,C,61268
4085,C,61269
4085,C,61270
4085,D,61271
4085,E,61272
4085,G,61273
4085,F,61274
4086,B,61275
4086,C,61276
4086,E,61277
4086,B,61278
4086,C,61279
4086,E,61280
4086,D,61281
4086,G,61282
4086,B,61283
4086,D,61284
4086,B,61285
4086,E,61286
4086,D,61287
4086,G,61288
4086,F,61289
4087,B,61290
4087,E,61291
4087,A,61292
4087,B,61293
4087,A,61294
4087,B,61295
4087,G,61296
4087,B,61297
4087,D,61298
4087,B,61299
4087,B,61300
4087,D,61301
4087,E,61302
4087,B,61303
4087,F,61304
4088,B,61305
4088,C,61306
4088,A,61307
4088,B,61308
4088,G,61309
4088,C,61310
4088,C,61311
4088,C,61312
4088,C,61313
4088,E,61314
4088,C,61315
4088,D,61316
4088,B,61317
4088,G,61318
4088,F,61319
4089,B,61320
4089,B,61321
4089,C,61322
4089,A,61323
4089,A,61324
4089,C,61325
4089,A,61326
4089,C,61327
4089,A,61328
4089,C,61329
4089,D,61330
4089,A,61331
4089,C,61332
4089,D,61333
4089,F,61334
4090,B,61335
4090,D,61336
4090,A,61337
4090,A,61338
4090,A,61339
4090,G,61340
4090,G,61341
4090,B,61342
4090,D,61343
4090,D,61344
4090,C,61345
4090,A,61346
4090,B,61347
4090,C,61348
4090,F,61349
4091,B,61350
4091,A,61351
4091,A,61352
4091,D,61353
4091,C,61354
4091,A,61355
4091,E,61356
4091,A,61357
4091,E,61358
4091,A,61359
4091,A,61360
4091,E,61361
4091,C,61362
4091,E,61363
4091,F,61364
4092,B,61365
4092,G,61366
4092,A,61367
4092,D,61368
4092,A,61369
4092,B,61370
4092,G,61371
4092,A,61372
4092,A,61373
4092,A,61374
4092,B,61375
4092,A,61376
4092,B,61377
4092,E,61378
4092,F,61379
4093,B,61380
4093,E,61381
4093,D,61382
4093,G,61383
4093,C,61384
4093,D,61385
4093,D,61386
4093,E,61387
4093,C,61388
4093,G,61389
4093,E,61390
4093,E,61391
4093,A,61392
4093,C,61393
4093,F,61394
4094,B,61395
4094,G,61396
4094,E,61397
4094,D,61398
4094,C,61399
4094,D,61400
4094,G,61401
4094,G,61402
4094,E,61403
4094,G,61404
4094,D,61405
4094,G,61406
4094,D,61407
4094,G,61408
4094,F,61409
4095,B,61410
4095,E,61411
4095,E,61412
4095,G,61413
4095,G,61414
4095,E,61415
4095,C,61416
4095,G,61417
4095,C,61418
4095,G,61419
4095,B,61420
4095,G,61421
4095,E,61422
4095,A,61423
4095,F,61424
4096,B,61425
4096,D,61426
4096,G,61427
4096,C,61428
4096,B,61429
4096,B,61430
4096,A,61431
4096,A,61432
4096,G,61433
4096,C,61434
4096,B,61435
4096,D,61436
4096,E,61437
4096,B,61438
4096,F,61439
4097,B,61440
4097,A,61441
4097,B,61442
4097,B,61443
