case,activity,time
9901,B,148500
9901,G,148501
9901,G,148502
9901,E,148503
9901,G,148504
9901,A,148505
9901,A,148506
9901,G,148507
9901,G,148508
9901,C,148509
9901,G,148510
9901,B,148511
9901,E,148512
9901,E,148513
9901,F,148514
9902,B,148515
9902,C,148516
9902,B,148517
9902,E,148518
9902,B,148519
9902,G,148520
9902,B,148521
9902,C,148522
9902,G,148523
9902,D,148524
9902,D,148525
9902,D,148526
9902,E,148527
9902,G,148528
9902,F,148529
9903,B,148530
9903,D,148531
9903,E,148532
9903,A,148533
9903,A,148534
9903,D,148535
9903,G,148536
9903,B,148537
9903,D,148538
9903,A,148539
9903,E,148540
9903,B,148541
9903,A,148542
9903,A,148543
9903,F,148544
9904,B,148545
9904,D,148546
9904,E,148547
9904,E,148548
9904,E,148549
9904,E,148550
9904,A,148551
9904,A,148552
9904,E,148553
9904,G,148554
9904,B,148555
9904,E,148556
9904,B,148557
9904,C,148558
9904,F,148559
9905,B,148560
9905,E,148561
9905,B,148562
9905,B,148563
9905,C,148564
9905,E,148565
9905,E,148566
9905,A,148567
9905,E,148568
9905,B,148569
9905,E,148570
9905,C,148571
9905,C,148572
9905,D,148573
9905,F,148574
9906,B,148575
9906,D,148576
9906,C,148577
9906,C,148578
9906,E,148579
9906,B,148580
9906,D,148581
9906,D,148582
9906,D,148583
9906,D,148584
9906,D,148585
9906,C,148586
9906,E,148587
9906,C,148588
9906,F,148589
9907,B,148590
9907,G,148591
9907,C,148592
9907,D,148593
9907,G,148594
9907,C,148595
9907,A,148596
9907,G,148597
9907,C,148598
9907,D,148599
9907,D,148600
9907,E,148601
9907,A,148602
9907,A,148603
9907,F,148604
9908,B,148605
9908,C,148606
9908,D,148607
9908,C,148608
9908,G,148609
9908,C,148610
9908,A,148611
9908,B,148612
9908,B,148613
9908,E,148614
9908,E,148615
9908,C,148616
9908,C,148617
9908,A,148618
9908,F,148619
9909,B,148620
9909,E,148621
9909,D,148622
9909,B,148623
9909,D,148624
9909,E,148625
9909,G,148626
9909,G,148627
9909,B,148628
9909,B,148629
9909,A,148630
9909,E,148631
9909,A,148632
9909,A,148633
9909,F,148634
9910,B,148635
9910,C,148636
9910,C,148637
9910,C,148638
9910,G,148639
9910,G,148640
9910,A,148641
9910,C,148642
9910,D,148643
9910,D,148644
9910,D,148645
9910,D,148646
9910,D,148647
9910,C,148648
9910,F,148649
9911,B,148650
9911,A,148651
9911,D,148652
9911,C,148653
9911,D,148654
9911,C,148655
9911,D,148656
9911,B,148657
9911,E,148658
9911,A,148659
9911,B,148660
9911,G,148661
9911,B,148662
9911,G,148663
9911,F,148664
9912,B,148665
9912,C,148666
9912,C,148667
9912,D,148668
9912,D,148669
9912,A,148670
9912,D,148671
9912,D,148672
9912,E,148673
9912,B,148674
9912,G,148675
9912,B,148676
9912,B,148677
9912,C,148678
9912,F,148679
9913,B,148680
9913,E,148681
9913,E,148682
9913,B,148683
9913,E,148684
9913,C,148685
9913,B,148686
9913,D,148687
9913,D,148688
9913,E,148689
9913,D,148690
9913,B,148691
9913,E,148692
9913,E,148693
9913,F,148694
9914,B,148695
9914,C,148696
9914,E,148697
9914,A,148698
9914,A,148699
