case,activity,time
11701,B,175500
11701,A,175501
11701,B,175502
11701,G,175503
11701,G,175504
11701,E,175505
11701,E,175506
11701,B,175507
11701,A,175508
11701,G,175509
11701,G,175510
11701,E,175511
11701,E,175512
11701,E,175513
11701,F,175514
11702,B,175515
11702,C,175516
11702,E,175517
11702,E,175518
11702,C,175519
11702,D,175520
11702,G,175521
11702,G,175522
11702,E,175523
11702,E,175524
11702,C,175525
11702,C,175526
11702,C,175527
11702,G,175528
11702,F,175529
11703,B,175530
11703,E,175531
11703,D,175532
11703,D,175533
11703,G,175534
11703,C,175535
11703,B,175536
11703,D,175537
11703,B,175538
11703,D,175539
11703,D,175540
11703,C,175541
11703,D,175542
11703,G,175543
11703,F,175544
11704,B,175545
11704,B,175546
11704,C,175547
11704,E,175548
11704,C,175549
11704,G,175550
11704,B,175551
11704,G,175552
11704,B,175553
11704,G,175554
11704,G,175555
11704,B,175556
11704,G,175557
11704,G,175558
11704,F,175559
11705,B,175560
11705,E,175561
11705,B,175562
11705,E,175563
11705,G,175564
11705,A,175565
11705,A,175566
11705,A,175567
11705,B,175568
11705,E,175569
11705,G,175570
11705,G,175571
11705,B,175572
11705,A,175573
11705,F,175574
11706,B,175575
11706,B,175576
11706,G,175577
11706,G,175578
11706,D,175579
11706,B,175580
11706,C,175581
11706,E,175582
11706,D,175583
11706,G,175584
11706,A,175585
11706,A,175586
11706,G,175587
11706,A,175588
11706,F,175589
11707,B,175590
11707,C,175591
11707,B,175592
11707,B,175593
11707,E,175594
11707,G,175595
11707,B,175596
11707,G,175597
11707,G,175598
11707,B,175599
11707,E,175600
11707,D,175601
11707,E,175602
11707,A,175603
11707,F,175604
11708,B,175605
11708,B,175606
11708,D,175607
11708,C,175608
11708,D,175609
11708,A,175610
11708,A,175611
11708,E,175612
11708,E,175613
11708,G,175614
11708,G,175615
11708,G,175616
11708,E,175617
11708,D,175618
11708,F,175619
11709,B,175620
11709,A,175621
11709,G,175622
11709,C,175623
11709,E,175624
11709,B,175625
11709,G,175626
11709,D,175627
11709,E,175628
11709,A,175629
11709,D,175630
11709,B,175631
11709,G,175632
11709,D,175633
11709,F,175634
11710,B,175635
11710,D,175636
11710,G,175637
11710,G,175638
11710,D,175639
11710,B,175640
11710,C,175641
11710,B,175642
11710,B,175643
11710,B,175644
11710,A,175645
11710,D,175646
11710,D,175647
11710,A,175648
11710,F,175649
11711,B,175650
11711,B,175651
11711,A,175652
11711,C,175653
11711,B,175654
11711,G,175655
11711,B,175656
11711,D,175657
11711,G,175658
11711,B,175659
11711,A,175660
11711,G,175661
11711,B,175662
11711,E,175663
11711,F,175664
11712,B,175665
11712,C,175666
11712,G,175667
11712,E,175668
11712,D,175669
11712,B,175670
11712,G,175671
11712,D,175672
11712,E,175673
11712,B,175674
11712,C,175675
11712,C,175676
11712,G,175677
11712,G,175678
11712,F,175679
11713,B,175680
11713,B,175681
11713,D,175682
11713,B,175683
11713,E,175684
11713,E,175685
11713,D,175686
11713,C,175687
11713,G,175688
11713,D,175689
11713,E,175690
11713,E,175691
11713,C,175692
11713,D,175693
11713,F,175694
11714,B,175695
11714,A,175696
11714,E,175697
11714,B,175698
11714,D,175699
11714,A,175700
11714,G,175701
11714,D,175702
11714,A,175703
11714,D,175704
11714,E,175705
11714,C,175706
11714,G,175707
11714,B,175708
11714,F,175709
11715,B,175710
11715,G,175711
11715,B,175712
11715,C,175713
11715,C,175714
11715,D,175715
11715,G,175716
11715,C,175717
11715,E,175718
11715,G,175719
11715,A,175720
11715,E,175721
11715,G,175722
11715,D,175723
11715,F,175724
11716,B,175725
11716,B,175726
11716,E,175727
11716,C,175728
11716,G,175729
11716,E,175730
11716,G,175731
11716,G,175732
11716,G,175733
11716,B,175734
11716,G,175735
11716,C,175736
11716,G,175737
11716,C,175738
11716,F,175739
11717,B,175740
11717,C,175741
11717,C,175742
11717,C,175743
11717,E,175744
11717,G,175745
11717,D,175746
11717,E,175747
11717,C,175748
11717,G,175749
11717,B,175750
11717,A,175751
11717,A,175752
11717,E,175753
11717,F,175754
11718,B,175755
11718,G,175756
11718,B,175757
11718,B,175758
11718,A,175759
11718,E,175760
11718,C,175761
11718,A,175762
11718,A,175763
11718,A,175764
11718,A,175765
11718,B,175766
11718,G,175767
11718,B,175768
11718,F,175769
11719,B,175770
11719,D,175771
11719,G,175772
11719,D,175773
11719,A,175774
11719,C,175775
11719,G,175776
11719,B,175777
11719,G,175778
11719,A,175779
11719,A,175780
11719,C,175781
11719,C,175782
11719,G,175783
11719,F,175784
11720,B,175785
11720,C,175786
11720,B,175787
11720,E,175788
11720,C,175789
11720,A,175790
11720,E,175791
11720,D,175792
11720,D,175793
11720,E,175794
11720,E,175795
11720,A,175796
11720,C,175797
11720,B,175798
11720,F,175799
11721,B,175800
11721,G,175801
11721,C,175802
11721,E,175803
11721,C,175804
11721,A,175805
11721,D,175806
11721,A,175807
11721,D,175808
11721,D,175809
11721,E,175810
11721,G,175811
11721,A,175812
