case,activity,time
13051,B,195750
13051,A,195751
13051,C,195752
13051,E,195753
13051,D,195754
13051,E,195755
13051,D,195756
13051,E,195757
13051,E,195758
13051,G,195759
13051,A,195760
13051,C,195761
13051,E,195762
13051,D,195763
13051,F,195764
13052,B,195765
13052,G,195766
13052,B,195767
13052,D,195768
13052,C,195769
13052,B,195770
13052,A,195771
13052,C,195772
13052,B,195773
13052,B,195774
13052,B,195775
13052,D,195776
13052,A,195777
13052,E,195778
13052,F,195779
13053,B,195780
13053,C,195781
13053,C,195782
13053,C,195783
13053,C,195784
13053,E,195785
13053,G,195786
13053,C,195787
13053,E,195788
13053,E,195789
13053,E,195790
13053,G,195791
13053,G,195792
13053,B,195793
13053,F,195794
13054,B,195795
13054,G,195796
13054,G,195797
13054,C,195798
13054,E,195799
13054,C,195800
13054,C,195801
13054,D,195802
13054,A,195803
13054,C,195804
13054,B,195805
13054,A,195806
13054,A,195807
13054,C,195808
13054,F,195809
13055,B,195810
13055,E,195811
13055,E,195812
13055,B,195813
13055,D,195814
13055,E,195815
13055,E,195816
13055,D,195817
13055,E,195818
13055,A,195819
13055,E,195820
13055,D,195821
13055,D,195822
13055,G,195823
13055,F,195824
13056,B,195825
13056,D,195826
13056,D,195827
13056,D,195828
13056,E,195829
13056,D,195830
13056,D,195831
13056,C,195832
13056,B,195833
13056,E,195834
13056,B,195835
13056,A,195836
13056,A,195837
13056,D,195838
13056,F,195839
13057,B,195840
13057,G,195841
13057,G,195842
13057,A,195843
13057,C,195844
13057,B,195845
13057,G,195846
13057,G,195847
13057,A,195848
13057,E,195849
13057,D,195850
13057,C,195851
13057,A,195852
13057,D,195853
13057,F,195854
13058,B,195855
13058,B,195856
13058,C,195857
13058,C,195858
13058,G,195859
13058,B,195860
13058,B,195861
13058,A,195862
13058,D,195863
13058,D,195864
13058,C,195865
13058,A,195866
13058,C,195867
13058,G,195868
13058,F,195869
13059,B,195870
13059,E,195871
13059,A,195872
13059,G,195873
13059,A,195874
13059,A,195875
13059,A,195876
13059,G,195877
13059,G,195878
13059,A,195879
13059,B,195880
13059,G,195881
13059,C,195882
13059,D,195883
13059,F,195884
13060,B,195885
13060,G,195886
13060,C,195887
13060,G,195888
13060,E,195889
13060,G,195890
13060,D,195891
13060,A,195892
13060,E,195893
13060,D,195894
13060,E,195895
13060,E,195896
13060,G,195897
13060,D,195898
13060,F,195899
13061,B,195900
13061,B,195901
13061,C,195902
13061,C,195903
13061,G,195904
13061,G,195905
13061,C,195906
13061,B,195907
13061,A,195908
13061,B,195909
13061,D,195910
