case,activity,time
17101,B,256500
17101,B,256501
17101,D,256502
17101,A,256503
17101,D,256504
17101,E,256505
17101,B,256506
17101,B,256507
17101,C,256508
17101,D,256509
17101,E,256510
17101,G,256511
17101,C,256512
17101,D,256513
17101,F,256514
17102,B,256515
17102,G,256516
17102,C,256517
17102,G,256518
17102,D,256519
17102,D,256520
17102,A,256521
17102,D,256522
17102,E,256523
17102,B,256524
17102,D,256525
17102,G,256526
17102,G,256527
17102,G,256528
17102,F,256529
17103,B,256530
17103,C,256531
17103,D,256532
17103,D,256533
17103,D,256534
17103,G,256535
17103,E,256536
17103,D,256537
17103,C,256538
17103,E,256539
17103,E,256540
17103,A,256541
17103,D,256542
17103,B,256543
17103,F,256544
17104,B,256545
17104,C,256546
17104,D,256547
17104,G,256548
17104,D,256549
17104,D,256550
17104,C,256551
17104,G,256552
17104,D,256553
17104,B,256554
17104,B,256555
17104,C,256556
17104,E,256557
17104,C,256558
17104,F,256559
17105,B,256560
17105,B,256561
17105,A,256562
17105,E,256563
17105,E,256564
17105,C,256565
17105,G,256566
17105,C,256567
17105,E,256568
17105,A,256569
17105,B,256570
17105,B,256571
17105,D,256572
17105,C,256573
17105,F,256574
17106,B,256575
17106,A,256576
17106,G,256577
17106,A,256578
17106,A,256579
17106,B,256580
17106,D,256581
17106,B,256582
17106,B,256583
17106,C,256584
17106,E,256585
17106,B,256586
17106,G,256587
17106,E,256588
17106,F,256589
17107,B,256590
17107,B,256591
17107,G,256592
17107,A,256593
17107,D,256594
17107,E,256595
17107,D,256596
17107,C,256597
17107,C,256598
17107,C,256599
17107,E,256600
17107,C,256601
17107,D,256602
17107,D,256603
17107,F,256604
17108,B,256605
17108,C,256606
17108,B,256607
17108,D,256608
17108,A,256609
17108,B,256610
17108,B,256611
17108,E,256612
17108,A,256613
17108,C,256614
17108,A,256615
17108,D,256616
17108,A,256617
17108,C,256618
17108,F,256619
17109,B,256620
17109,G,256621
17109,C,256622
17109,C,256623
17109,C,256624
17109,G,256625
17109,D,256626
17109,D,256627
17109,B,256628
17109,C,256629
17109,D,256630
17109,A,256631
17109,A,256632
17109,A,256633
17109,F,256634
17110,B,256635
17110,B,256636
17110,A,256637
17110,D,256638
17110,A,256639
17110,C,256640
17110,D,256641
17110,D,256642
17110,G,256643
17110,G,256644
17110,C,256645
17110,B,256646
17110,D,256647
17110,D,256648
17110,F,256649
17111,B,256650
17111,B,256651
17111,C,256652
17111,E,256653
17111,E,256654
17111,C,256655
17111,C,256656
17111,A,256657
17111,B,256658
17111,B,256659
17111,C,256660
17111,D,256661
17111,C,256662
17111,D,256663
17111,F,256664
17112,B,256665
17112,B,256666
17112,B,256667
17112,C,256668
17112,C,256669
17112,D,256670
17112,B,256671
17112,G,256672
17112,E,256673
17112,C,256674
17112,A,256675
17112,D,256676
17112,B,256677
17112,E,256678
17112,F,256679
17113,B,256680
17113,B,256681
17113,D,256682
17113,A,256683
17113,C,256684
17113,B,256685
17113,C,256686
17113,E,256687
17113,D,256688
17113,E,256689
17113,E,256690
17113,E,256691
17113,A,256692
17113,D,256693
17113,F,256694
17114,B,256695
17114,C,256696
17114,D,256697
17114,C,256698
17114,B,256699
17114,G,256700
17114,G,256701
17114,C,256702
17114,E,256703
17114,C,256704
17114,E,256705
17114,G,256706
17114,C,256707
17114,C,256708
17114,F,256709
17115,B,256710
17115,G,256711
17115,D,256712
17115,E,256713
17115,G,256714
17115,E,256715
17115,C,256716
17115,C,256717
17115,G,256718
17115,G,256719
17115,D,256720
17115,D,256721
17115,G,256722
17115,B,256723
17115,F,256724
17116,B,256725
17116,A,256726
17116,D,256727
17116,G,256728
17116,A,256729
17116,D,256730
17116,D,256731
17116,D,256732
17116,G,256733
17116,A,256734
17116,E,256735
17116,E,256736
17116,E,256737
17116,B,256738
17116,F,256739
17117,B,256740
17117,A,256741
17117,C,256742
17117,B,256743
17117,E,256744
17117,A,256745
17117,E,256746
17117,C,256747
17117,A,256748
17117,G,256749
17117,G,256750
17117,A,256751
17117,B,256752
17117,D,256753
17117,F,256754
17118,B,256755
17118,A,256756
17118,E,256757
17118,B,256758
17118,B,256759
17118,G,256760
17118,B,256761
17118,D,256762
17118,B,256763
17118,A,256764
17118,B,256765
17118,C,256766
17118,D,256767
17118,B,256768
17118,F,256769
17119,B,256770
17119,G,256771
17119,G,256772
17119,E,256773
17119,A,256774
17119,C,256775
17119,B,256776
17119,C,256777
17119,C,256778
17119,D,256779
17119,C,256780
17119,G,256781
17119,G,256782
17119,E,256783
17119,F,256784
17120,B,256785
17120,B,256786
17120,C,256787
17120,C,256788
17120,D,256789
17120,D,256790
17120,A,256791
17120,G,256792
17120,E,256793
17120,B,256794
17120,B,256795
17120,A,256796
17120,C,256797
17120,E,256798
17120,F,256799
17121,B,256800
17121,A,256801
17121,A,256802
17121,G,256803
17121,C,256804
17121,E,256805
17121,G,256806
17121,E,256807
17121,G,256808
17121,D,256809
17121,B,256810
17121,D,256811
17121,G,256812
17121,A,256813
17121,F,256814
17122,B,256815
17122,B,256816
17122,E,256817
17122,E,256818
17122,B,256819
17122,B,256820
17122,G,256821
17122,G,256822
17122,B,256823
17122,E,256824
17122,G,256825
17122,G,256826
17122,G,256827
17122,C,256828
17122,F,256829
17123,B,256830
17123,G,256831
17123,E,256832
17123,B,256833
17123,D,256834
17123,E,256835
17123,C,256836
17123,B,256837
17123,G,256838
17123,A,256839
17123,B,256840
17123,A,256841
17123,G,256842
17123,C,256843
17123,F,256844
17124,B,256845
17124,B,256846
17124,G,256847
17124,E,256848
17124,D,256849
17124,D,256850
17124,A,256851
17124,C,256852
17124,G,256853
17124,G,256854
17124,D,256855
17124,G,256856
17124,G,256857
17124,A,256858
17124,F,256859
17125,B,256860
17125,D,256861
17125,C,256862
17125,C,256863
17125,D,256864
17125,C,256865
17125,G,256866
17125,E,256867
17125,D,256868
17125,A,256869
17125,A,256870
17125,A,256871
17125,A,256872
17125,B,256873
17125,F,256874
17126,B,256875
17126,E,256876
17126,B,256877
17126,E,256878
17126,E,256879
17126,G,256880
17126,C,256881
17126,B,256882
17126,D,256883
17126,A,256884
17126,G,256885
17126,C,256886
17126,D,256887
17126,D,256888
17126,F,256889
17127,B,256890
17127,A,256891
17127,B,256892
17127,B,256893
17127,A,256894
17127,C,256895
17127,E,256896
17127,B,256897
17127,D,256898
17127,A,256899
17127,B,256900
17127,A,256901
17127,G,256902
17127,A,256903
17127,F,256904
17128,B,256905
17128,A,256906
17128,C,256907
17128,A,256908
17128,E,256909
17128,B,256910
17128,D,256911
17128,G,256912
17128,D,256913
17128,D,256914
17128,D,256915
17128,D,256916
17128,A,256917
17128,G,256918
17128,F,256919
17129,B,256920
17129,C,256921
17129,B,256922
17129,D,256923
17129,G,256924
17129,D,256925
17129,C,256926
17129,C,256927
17129,D,256928
17129,C,256929
17129,D,256930
17129,C,256931
17129,B,256932
17129,G,256933
17129,F,256934
17130,B,256935
17130,B,256936
17130,C,256937
17130,G,256938
17130,D,256939
17130,B,256940
17130,B,256941
17130,G,256942
17130,C,256943
17130,B,256944
17130,A,256945
17130,C,256946
17130,D,256947
17130,C,256948
17130,F,256949
17131,B,256950
17131,C,256951
17131,C,256952
17131,G,256953
17131,D,256954
17131,D,256955
17131,E,256956
17131,C,256957
17131,G,256958
17131,B,256959
17131,D,256960
17131,B,256961
17131,E,256962
17131,A,256963
17131,F,256964
17132,B,256965
17132,C,256966
17132,B,256967
17132,C,256968
17132,C,256969
17132,A,256970
17132,G,256971
17132,B,256972
17132,C,256973
17132,B,256974
17132,D,256975
17132,A,256976
17132,A,256977
17132,B,256978
17132,F,256979
17133,B,256980
17133,D,256981
17133,E,256982
17133,D,256983
17133,D,256984
17133,C,256985
17133,B,256986
17133,D,256987
17133,D,256988
17133,A,256989
17133,C,256990
17133,C,256991
17133,A,256992
17133,A,256993
17133,F,256994
17134,B,256995
17134,D,256996
17134,C,256997
17134,B,256998
17134,G,256999
17134,A,257000
17134,D,257001
17134,C,257002
17134,G,257003
17134,A,257004
17134,B,257005
17134,B,257006
17134,B,257007
17134,A,257008
17134,F,257009
17135,B,257010
17135,A,257011
17135,E,257012
17135,C,257013
17135,E,257014
17135,B,257015
17135,C,257016
17135,B,257017
17135,A,257018
17135,E,257019
17135,A,257020
17135,A,257021
17135,E,257022
17135,E,257023
17135,F,257024
17136,B,257025
17136,E,257026
17136,B,257027
17136,G,257028
17136,B,257029
17136,A,257030
17136,B,257031
17136,A,257032
17136,B,257033
17136,G,257034
17136,B,257035
17136,B,257036
17136,G,257037
17136,B,257038
17136,F,257039
17137,B,257040
17137,C,257041
17137,A,257042
17137,C,257043
17137,C,257044
17137,E,257045
17137,D,257046
17137,D,257047
17137,C,257048
17137,C,257049
17137,B,257050
17137,B,257051
17137,C,257052
17137,B,257053
17137,F,257054
17138,B,257055
17138,C,257056
17138,E,257057
17138,B,257058
17138,C,257059
17138,A,257060
17138,A,257061
17138,D,257062
17138,G,257063
17138,A,257064
17138,E,257065
17138,E,257066
17138,C,257067
17138,A,257068
17138,F,257069
17139,B,257070
17139,C,257071
17139,A,257072
17139,E,257073
17139,D,257074
17139,B,257075
17139,A,257076
17139,C,257077
17139,G,257078
17139,A,257079
17139,G,257080
17139,E,257081
17139,G,257082
17139,C,257083
17139,F,257084
17140,B,257085
17140,E,257086
17140,C,257087
17140,G,257088
17140,A,257089
17140,E,257090
17140,B,257091
17140,B,257092
17140,B,257093
17140,E,257094
17140,G,257095
17140,G,257096
17140,A,257097
17140,A,257098
17140,F,257099
17141,B,257100
17141,A,257101
17141,B,257102
17141,B,257103
17141,E,257104
17141,B,257105
17141,G,257106
17141,A,257107
17141,D,257108
17141,D,257109
17141,A,257110
17141,B,257111
17141,B,257112
17141,B,257113
17141,F,257114
17142,B,257115
17142,C,257116
17142,C,257117
17142,G,257118
17142,C,257119
17142,B,257120
17142,E,257121
17142,C,257122
17142,C,257123
17142,A,257124
17142,D,257125
17142,C,257126
17142,E,257127
17142,G,257128
17142,F,257129
17143,B,257130
17143,A,257131
17143,A,257132
17143,D,257133
17143,E,257134
17143,B,257135
17143,D,257136
17143,A,257137
17143,D,257138
17143,A,257139
17143,D,257140
17143,C,257141
17143,E,257142
17143,D,257143
17143,F,257144
17144,B,257145
17144,G,257146
17144,D,257147
17144,B,257148
17144,E,257149
17144,G,257150
17144,D,257151
17144,B,257152
17144,E,257153
17144,B,257154
17144,E,257155
17144,E,257156
17144,E,257157
17144,B,257158
17144,F,257159
17145,B,257160
17145,B,257161
17145,G,257162
17145,B,257163
17145,C,257164
17145,D,257165
17145,A,257166
17145,A,257167
17145,D,257168
17145,B,257169
17145,B,257170
17145,A,257171
17145,G,257172
17145,C,257173
17145,F,257174
17146,B,257175
17146,E,257176
17146,B,257177
17146,A,257178
17146,E,257179
17146,D,257180
17146,G,257181
17146,A,257182
17146,D,257183
17146,B,257184
17146,A,257185
17146,B,257186
17146,B,257187
17146,B,257188
17146,F,257189
17147,B,257190
17147,E,257191
17147,E,257192
17147,B,257193
17147,B,257194
17147,A,257195
17147,E,257196
17147,B,257197
17147,G,257198
17147,E,257199
17147,C,257200
17147,E,257201
17147,E,257202
17147,D,257203
17147,F,257204
17148,B,257205
17148,E,257206
17148,G,257207
17148,C,257208
17148,A,257209
17148,C,257210
17148,B,257211
17148,D,257212
17148,D,257213
17148,A,257214
17148,D,257215
17148,A,257216
17148,C,257217
17148,A,257218
17148,F,257219
17149,B,257220
17149,E,257221
17149,B,257222
17149,A,257223
17149,B,257224
17149,G,257225
17149,D,257226
17149,E,257227
17149,A,257228
17149,C,257229
17149,E,257230
17149,G,257231
17149,E,257232
17149,G,257233
17149,F,257234
17150,B,257235
17150,B,257236
17150,C,257237
17150,B,257238
17150,C,257239
17150,D,257240
17150,B,257241
17150,G,257242
17150,G,257243
17150,E,257244
17150,E,257245
17150,B,257246
17150,G,257247
17150,E,257248
17150,F,257249
17151,B,257250
17151,D,257251
17151,E,257252
17151,A,257253
17151,G,257254
17151,D,257255
17151,D,257256
17151,G,257257
17151,D,257258
17151,C,257259
17151,E,257260
17151,A,257261
17151,E,257262
17151,C,257263
17151,F,257264
17152,B,257265
17152,G,257266
17152,C,257267
17152,A,257268
17152,B,257269
17152,C,257270
17152,C,257271
17152,E,257272
17152,G,257273
17152,C,257274
17152,D,257275
17152,C,257276
17152,D,257277
17152,E,257278
17152,F,257279
17153,B,257280
17153,B,257281
17153,E,257282
17153,C,257283
17153,D,257284
17153,B,257285
17153,D,257286
17153,G,257287
17153,A,257288
17153,B,257289
17153,B,257290
17153,C,257291
17153,D,257292
17153,G,257293
17153,F,257294
17154,B,257295
17154,C,257296
17154,A,257297
17154,B,257298
17154,D,257299
17154,D,257300
17154,E,257301
17154,E,257302
17154,G,257303
17154,A,257304
17154,G,257305
17154,D,257306
17154,E,257307
17154,G,257308
17154,F,257309
17155,B,257310
17155,G,257311
17155,C,257312
17155,C,257313
17155,B,257314
17155,A,257315
17155,G,257316
17155,D,257317
17155,D,257318
17155,C,257319
17155,B,257320
17155,D,257321
17155,B,257322
17155,D,257323
17155,F,257324
17156,B,257325
17156,E,257326
17156,A,257327
17156,B,257328
17156,G,257329
17156,C,257330
17156,B,257331
17156,G,257332
17156,B,257333
17156,C,257334
17156,D,257335
17156,A,257336
17156,E,257337
17156,D,257338
17156,F,257339
17157,B,257340
17157,B,257341
17157,G,257342
17157,G,257343
17157,D,257344
17157,B,257345
17157,C,257346
17157,B,257347
17157,E,257348
17157,A,257349
17157,E,257350
17157,C,257351
17157,G,257352
17157,D,257353
17157,F,257354
17158,B,257355
17158,E,257356
17158,E,257357
17158,D,257358
17158,G,257359
17158,C,257360
17158,C,257361
17158,C,257362
17158,D,257363
17158,C,257364
17158,A,257365
17158,D,257366
17158,D,257367
17158,A,257368
17158,F,257369
17159,B,257370
17159,B,257371
17159,D,257372
17159,E,257373
17159,C,257374
17159,G,257375
17159,E,257376
17159,D,257377
17159,B,257378
17159,D,257379
17159,G,257380
17159,C,257381
17159,A,257382
17159,B,257383
17159,F,257384
17160,B,257385
17160,D,257386
17160,D,257387
17160,B,257388
17160,D,257389
17160,D,257390
17160,D,257391
17160,D,257392
17160,D,257393
17160,C,257394
17160,A,257395
17160,A,257396
17160,A,257397
17160,E,257398
17160,F,257399
17161,B,257400
17161,A,257401
17161,D,257402
17161,D,257403
17161,D,257404
17161,E,257405
17161,G,257406
17161,A,257407
17161,B,257408
17161,D,257409
17161,B,257410
17161,G,257411
17161,G,257412
17161,E,257413
