case,activity,time
14401,B,216000
14401,E,216001
14401,B,216002
14401,A,216003
14401,D,216004
14401,E,216005
14401,A,216006
14401,B,216007
14401,D,216008
14401,G,216009
14401,B,216010
14401,D,216011
14401,C,216012
14401,G,216013
14401,F,216014
14402,B,216015
14402,D,216016
14402,D,216017
14402,G,216018
14402,C,216019
14402,C,216020
14402,C,216021
14402,C,216022
14402,C,216023
14402,E,216024
14402,B,216025
14402,A,216026
14402,B,216027
14402,G,216028
14402,F,216029
14403,B,216030
14403,C,216031
14403,E,216032
14403,E,216033
14403,A,216034
14403,C,216035
14403,B,216036
14403,G,216037
14403,E,216038
14403,C,216039
14403,A,216040
14403,G,216041
14403,B,216042
14403,D,216043
14403,F,216044
14404,B,216045
14404,A,216046
14404,A,216047
14404,D,216048
14404,A,216049
14404,G,216050
14404,B,216051
14404,B,216052
14404,D,216053
14404,G,216054
14404,A,216055
14404,B,216056
14404,A,216057
14404,D,216058
14404,F,216059
14405,B,216060
14405,C,216061
14405,A,216062
14405,C,216063
14405,C,216064
14405,A,216065
14405,E,216066
14405,A,216067
14405,C,216068
14405,C,216069
14405,A,216070
14405,B,216071
14405,B,216072
14405,B,216073
14405,F,216074
14406,B,216075
14406,B,216076
14406,A,216077
14406,C,216078
14406,B,216079
14406,B,216080
14406,G,216081
14406,G,216082
14406,D,216083
14406,C,216084
14406,C,216085
14406,G,216086
14406,B,216087
14406,C,216088
14406,F,216089
14407,B,216090
14407,E,216091
14407,C,216092
14407,E,216093
14407,A,216094
14407,C,216095
14407,A,216096
14407,E,216097
14407,B,216098
14407,D,216099
14407,B,216100
14407,E,216101
14407,C,216102
14407,E,216103
14407,F,216104
14408,B,216105
14408,E,216106
14408,A,216107
14408,A,216108
14408,B,216109
14408,G,216110
14408,B,216111
14408,A,216112
14408,C,216113
14408,D,216114
14408,D,216115
14408,B,216116
14408,E,216117
14408,G,216118
14408,F,216119
14409,B,216120
14409,G,216121
14409,B,216122
14409,A,216123
14409,G,216124
14409,A,216125
14409,C,216126
14409,D,216127
14409,D,216128
