case,activity,time
10801,B,162000
10801,D,162001
10801,G,162002
10801,C,162003
10801,C,162004
10801,E,162005
10801,C,162006
10801,A,162007
10801,D,162008
10801,D,162009
10801,E,162010
10801,C,162011
10801,B,162012
10801,A,162013
10801,F,162014
10802,B,162015
10802,D,162016
10802,B,162017
10802,B,162018
10802,C,162019
10802,B,162020
10802,A,162021
10802,E,162022
10802,G,162023
10802,B,162024
10802,D,162025
10802,G,162026
10802,A,162027
10802,D,162028
10802,F,162029
10803,B,162030
10803,D,162031
10803,D,162032
10803,D,162033
10803,G,162034
10803,G,162035
10803,E,162036
10803,D,162037
10803,E,162038
10803,G,162039
10803,C,162040
10803,B,162041
10803,E,162042
10803,E,162043
10803,F,162044
10804,B,162045
10804,D,162046
10804,G,162047
10804,C,162048
10804,B,162049
10804,E,162050
10804,C,162051
10804,C,162052
10804,C,162053
10804,D,162054
10804,B,162055
10804,E,162056
10804,D,162057
10804,E,162058
10804,F,162059
10805,B,162060
10805,D,162061
10805,D,162062
10805,B,162063
10805,D,162064
10805,B,162065
10805,B,162066
10805,A,162067
10805,D,162068
10805,C,162069
10805,A,162070
10805,G,162071
10805,D,162072
10805,C,162073
10805,F,162074
10806,B,162075
10806,B,162076
10806,G,162077
10806,B,162078
10806,A,162079
10806,A,162080
10806,C,162081
10806,D,162082
10806,G,162083
10806,C,162084
10806,A,162085
10806,A,162086
10806,E,162087
10806,B,162088
10806,F,162089
10807,B,162090
10807,E,162091
10807,C,162092
10807,A,162093
10807,A,162094
10807,E,162095
10807,D,162096
10807,G,162097
10807,G,162098
10807,A,162099
10807,A,162100
10807,C,162101
10807,A,162102
10807,C,162103
10807,F,162104
10808,B,162105
10808,G,162106
10808,C,162107
10808,E,162108
10808,D,162109
10808,G,162110
10808,D,162111
10808,G,162112
10808,D,162113
10808,C,162114
10808,D,162115
10808,D,162116
10808,B,162117
10808,C,162118
10808,F,162119
10809,B,162120
10809,A,162121
10809,E,162122
10809,G,162123
10809,D,162124
10809,D,162125
10809,C,162126
10809,D,162127
10809,G,162128
10809,D,162129
10809,B,162130
10809,C,162131
10809,A,162132
10809,A,162133
10809,F,162134
10810,B,162135
10810,B,162136
10810,D,162137
10810,G,162138
10810,C,162139
10810,A,162140
10810,E,162141
10810,C,162142
10810,C,162143
10810,C,162144
10810,D,162145
10810,E,162146
10810,G,162147
10810,G,162148
10810,F,162149
10811,B,162150
10811,G,162151
10811,C,162152
10811,B,162153
10811,A,162154
10811,B,162155
10811,A,162156
10811,A,162157
10811,G,162158
10811,B,162159
10811,G,162160
10811,G,162161
10811,E,162162
10811,E,162163
10811,F,162164
10812,B,162165
10812,D,162166
10812,G,162167
10812,C,162168
10812,B,162169
10812,A,162170
10812,A,162171
10812,C,162172
10812,E,162173
10812,C,162174
10812,A,162175
10812,D,162176
10812,E,162177
10812,C,162178
10812,F,162179
10813,B,162180
10813,E,162181
10813,G,162182
10813,A,162183
10813,E,162184
10813,G,162185
10813,E,162186
10813,D,162187
10813,E,162188
10813,C,162189
10813,D,162190
10813,B,162191
10813,C,162192
10813,A,162193
10813,F,162194
10814,B,162195
10814,A,162196
10814,E,162197
10814,A,162198
10814,D,162199
10814,C,162200
10814,E,162201
10814,A,162202
10814,D,162203
10814,G,162204
10814,C,162205
10814,B,162206
10814,E,162207
10814,E,162208
10814,F,162209
10815,B,162210
10815,D,162211
10815,E,162212
10815,G,162213
10815,E,162214
10815,B,162215
10815,E,162216
10815,D,162217
10815,G,162218
10815,A,162219
10815,D,162220
10815,B,162221
10815,D,162222
10815,D,162223
10815,F,162224
10816,B,162225
10816,B,162226
10816,G,162227
10816,B,162228
10816,E,162229
10816,B,162230
10816,E,162231
10816,E,162232
10816,A,162233
10816,G,162234
10816,C,162235
10816,G,162236
10816,E,162237
10816,B,162238
10816,F,162239
10817,B,162240
10817,A,162241
10817,D,162242
10817,A,162243
10817,E,162244
10817,E,162245
10817,G,162246
10817,A,162247
10817,A,162248
10817,C,162249
10817,C,162250
10817,B,162251
10817,B,162252
10817,G,162253
10817,F,162254
10818,B,162255
10818,E,162256
10818,E,162257
10818,D,162258
10818,C,162259
10818,A,162260
10818,G,162261
10818,A,162262
10818,A,162263
10818,G,162264
10818,C,162265
10818,C,162266
10818,E,162267
10818,B,162268
10818,F,162269
10819,B,162270
10819,C,162271
10819,C,162272
10819,D,162273
10819,A,162274
10819,C,162275
10819,E,162276
10819,G,162277
10819,C,162278
10819,A,162279
