case,activity,time
2701,B,40500
2701,E,40501
2701,E,40502
2701,D,40503
2701,E,40504
2701,A,40505
2701,D,40506
2701,E,40507
2701,C,40508
2701,B,40509
2701,C,40510
2701,C,40511
2701,D,40512
2701,E,40513
2701,F,40514
2702,B,40515
2702,G,40516
2702,A,40517
2702,A,40518
2702,E,40519
2702,G,40520
2702,C,40521
2702,C,40522
2702,D,40523
2702,D,40524
2702,A,40525
2702,B,40526
2702,G,40527
2702,E,40528
2702,F,40529
2703,B,40530
2703,A,40531
2703,G,40532
2703,C,40533
2703,C,40534
2703,C,40535
2703,C,40536
2703,G,40537
2703,A,40538
2703,A,40539
2703,C,40540
2703,C,40541
2703,G,40542
2703,D,40543
2703,F,40544
2704,B,40545
2704,D,40546
2704,B,40547
2704,D,40548
2704,B,40549
2704,C,40550
2704,D,40551
2704,D,40552
2704,C,40553
2704,C,40554
2704,B,40555
2704,B,40556
2704,D,40557
2704,E,40558
2704,F,40559
2705,B,40560
2705,D,40561
2705,C,40562
2705,D,40563
2705,D,40564
2705,D,40565
2705,C,40566
2705,E,40567
2705,D,40568
2705,G,40569
2705,G,40570
2705,C,40571
2705,C,40572
2705,G,40573
2705,F,40574
2706,B,40575
2706,A,40576
2706,A,40577
2706,A,40578
2706,E,40579
2706,A,40580
2706,D,40581
2706,C,40582
2706,A,40583
2706,D,40584
2706,C,40585
2706,C,40586
2706,C,40587
2706,G,40588
2706,F,40589
2707,B,40590
2707,A,40591
2707,A,40592
2707,E,40593
2707,G,40594
2707,G,40595
2707,A,40596
2707,E,40597
2707,A,40598
2707,A,40599
2707,A,40600
2707,E,40601
2707,E,40602
2707,B,40603
2707,F,40604
2708,B,40605
2708,D,40606
2708,A,40607
2708,E,40608
2708,A,40609
2708,E,40610
2708,B,40611
2708,G,40612
2708,E,40613
2708,D,40614
2708,E,40615
2708,B,40616
2708,A,40617
2708,C,40618
2708,F,40619
2709,B,40620
2709,G,40621
2709,G,40622
2709,E,40623
2709,G,40624
2709,A,40625
2709,G,40626
2709,B,40627
2709,C,40628
2709,A,40629
2709,G,40630
2709,G,40631
2709,E,40632
2709,C,40633
2709,F,40634
2710,B,40635
2710,D,40636
2710,B,40637
2710,C,40638
2710,G,40639
2710,C,40640
2710,G,40641
2710,E,40642
2710,D,40643
2710,E,40644
2710,D,40645
2710,B,40646
2710,D,40647
2710,E,40648
2710,F,40649
2711,B,40650
2711,C,40651
2711,E,40652
2711,A,40653
2711,C,40654
2711,A,40655
2711,C,40656
2711,G,40657
2711,D,40658
2711,D,40659
2711,E,40660
2711,E,40661
2711,E,40662
2711,D,40663
2711,F,40664
2712,B,40665
2712,G,40666
2712,A,40667
2712,B,40668
2712,A,40669
2712,D,40670
2712,E,40671
2712,B,40672
2712,C,40673
2712,B,40674
2712,C,40675
2712,C,40676
2712,C,40677
2712,G,40678
2712,F,40679
2713,B,40680
2713,E,40681
2713,G,40682
2713,G,40683
2713,D,40684
2713,D,40685
2713,E,40686
2713,A,40687
2713,C,40688
2713,D,40689
2713,D,40690
2713,B,40691
2713,C,40692
2713,B,40693
2713,F,40694
2714,B,40695
2714,E,40696
2714,B,40697
2714,A,40698
2714,G,40699
2714,D,40700
2714,E,40701
2714,G,40702
2714,E,40703
2714,D,40704
2714,C,40705
2714,B,40706
2714,E,40707
2714,A,40708
2714,F,40709
2715,B,40710
2715,A,40711
2715,G,40712
2715,A,40713
2715,D,40714
2715,A,40715
2715,B,40716
2715,A,40717
2715,A,40718
2715,C,40719
2715,D,40720
2715,B,40721
2715,A,40722
2715,B,40723
2715,F,40724
2716,B,40725
2716,E,40726
2716,G,40727
2716,A,40728
2716,B,40729
2716,A,40730
2716,E,40731
2716,C,40732
2716,C,40733
2716,C,40734
2716,E,40735
2716,A,40736
2716,C,40737
2716,E,40738
2716,F,40739
2717,B,40740
2717,G,40741
2717,B,40742
2717,G,40743
2717,A,40744
2717,A,40745
2717,E,40746
2717,A,40747
2717,E,40748
2717,E,40749
2717,C,40750
2717,B,40751
2717,A,40752
2717,A,40753
2717,F,40754
2718,B,40755
2718,B,40756
2718,A,40757
2718,G,40758
2718,G,40759
2718,C,40760
2718,G,40761
2718,B,40762
2718,C,40763
2718,E,40764
2718,D,40765
2718,B,40766
2718,E,40767
2718,E,40768
2718,F,40769
2719,B,40770
2719,A,40771
2719,D,40772
2719,G,40773
2719,C,40774
2719,D,40775
2719,B,40776
2719,A,40777
2719,E,40778
2719,G,40779
2719,A,40780
2719,E,40781
2719,G,40782
2719,B,40783
2719,F,40784
2720,B,40785
2720,D,40786
2720,B,40787
2720,D,40788
2720,D,40789
2720,D,40790
2720,E,40791
2720,C,40792
2720,B,40793
2720,D,40794
2720,E,40795
2720,C,40796
2720,C,40797
2720,E,40798
2720,F,40799
2721,B,40800
2721,D,40801
2721,A,40802
2721,G,40803
2721,A,40804
2721,C,40805
2721,A,40806
2721,C,40807
2721,C,40808
2721,C,40809
2721,D,40810
2721,G,40811
2721,D,40812
2721,E,40813
2721,F,40814
2722,B,40815
2722,B,40816
2722,B,40817
2722,D,40818
2722,E,40819
2722,B,40820
2722,B,40821
2722,D,40822
2722,B,40823
2722,E,40824
2722,E,40825
2722,G,40826
2722,E,40827
2722,G,40828
2722,F,40829
2723,B,40830
2723,G,40831
2723,E,40832
2723,D,40833
2723,C,40834
2723,E,40835
2723,B,40836
2723,E,40837
2723,B,40838
2723,C,40839
2723,A,40840
2723,D,40841
2723,E,40842
2723,G,40843
2723,F,40844
2724,B,40845
2724,E,40846
2724,E,40847
2724,A,40848
2724,E,40849
2724,B,40850
2724,D,40851
2724,D,40852
2724,C,40853
2724,E,40854
2724,C,40855
2724,C,40856
2724,B,40857
2724,D,40858
2724,F,40859
2725,B,40860
2725,E,40861
2725,B,40862
2725,A,40863
2725,D,40864
2725,D,40865
2725,G,40866
2725,A,40867
2725,B,40868
2725,B,40869
2725,G,40870
2725,C,40871
2725,B,40872
2725,G,40873
2725,F,40874
2726,B,40875
2726,D,40876
2726,A,40877
2726,E,40878
2726,A,40879
2726,E,40880
2726,A,40881
2726,A,40882
2726,E,40883
2726,C,40884
2726,G,40885
2726,E,40886
2726,G,40887
2726,C,40888
2726,F,40889
2727,B,40890
2727,C,40891
2727,B,40892
2727,A,40893
2727,C,40894
2727,G,40895
2727,A,40896
2727,C,40897
2727,E,40898
2727,B,40899
2727,B,40900
2727,A,40901
2727,C,40902
2727,E,40903
2727,F,40904
2728,B,40905
2728,D,40906
2728,B,40907
2728,D,40908
2728,C,40909
2728,B,40910
2728,E,40911
2728,B,40912
2728,G,40913
2728,B,40914
2728,G,40915
2728,D,40916
2728,A,40917
2728,C,40918
2728,F,40919
2729,B,40920
2729,E,40921
2729,A,40922
2729,A,40923
2729,B,40924
2729,G,40925
2729,C,40926
2729,C,40927
2729,A,40928
2729,D,40929
2729,C,40930
2729,B,40931
2729,E,40932
2729,G,40933
2729,F,40934
2730,B,40935
2730,B,40936
2730,E,40937
2730,G,40938
2730,B,40939
2730,D,40940
2730,G,40941
2730,E,40942
2730,E,40943
2730,E,40944
2730,G,40945
2730,E,40946
2730,G,40947
2730,B,40948
2730,F,40949
2731,B,40950
2731,D,40951
2731,B,40952
2731,E,40953
2731,G,40954
2731,B,40955
2731,E,40956
2731,E,40957
2731,D,40958
2731,D,40959
2731,C,40960
2731,D,40961
2731,A,40962
2731,A,40963
2731,F,40964
2732,B,40965
2732,C,40966
2732,B,40967
2732,D,40968
2732,A,40969
2732,B,40970
2732,D,40971
2732,B,40972
2732,E,40973
2732,B,40974
2732,D,40975
2732,D,40976
2732,A,40977
2732,B,40978
2732,F,40979
2733,B,40980
2733,C,40981
2733,B,40982
2733,B,40983
2733,D,40984
2733,G,40985
2733,C,40986
2733,A,40987
2733,G,40988
2733,A,40989
2733,E,40990
2733,E,40991
2733,C,40992
2733,D,40993
2733,F,40994
2734,B,40995
2734,D,40996
2734,B,40997
2734,A,40998
2734,C,40999
2734,B,41000
2734,B,41001
2734,C,41002
