case,activity,time
12151,B,182250
12151,D,182251
12151,D,182252
12151,A,182253
12151,B,182254
12151,C,182255
12151,A,182256
12151,D,182257
12151,B,182258
12151,D,182259
12151,E,182260
12151,G,182261
12151,B,182262
12151,E,182263
12151,F,182264
12152,B,182265
12152,A,182266
12152,A,182267
12152,C,182268
12152,C,182269
12152,E,182270
12152,G,182271
12152,D,182272
12152,D,182273
12152,E,182274
12152,D,182275
12152,A,182276
12152,A,182277
12152,G,182278
12152,F,182279
12153,B,182280
12153,B,182281
12153,E,182282
12153,B,182283
12153,B,182284
12153,G,182285
12153,A,182286
12153,G,182287
12153,E,182288
12153,B,182289
12153,B,182290
12153,D,182291
12153,C,182292
12153,G,182293
12153,F,182294
12154,B,182295
12154,G,182296
12154,A,182297
12154,A,182298
12154,A,182299
12154,G,182300
12154,B,182301
12154,E,182302
12154,G,182303
12154,E,182304
12154,D,182305
12154,C,182306
12154,B,182307
12154,G,182308
12154,F,182309
12155,B,182310
12155,B,182311
12155,A,182312
12155,C,182313
12155,E,182314
12155,C,182315
12155,G,182316
12155,A,182317
12155,E,182318
12155,A,182319
12155,A,182320
12155,E,182321
12155,A,182322
12155,E,182323
12155,F,182324
12156,B,182325
12156,C,182326
12156,D,182327
12156,C,182328
12156,B,182329
12156,A,182330
12156,E,182331
12156,G,182332
12156,B,182333
12156,B,182334
12156,D,182335
12156,A,182336
12156,E,182337
12156,B,182338
12156,F,182339
12157,B,182340
12157,E,182341
12157,G,182342
12157,D,182343
12157,E,182344
12157,D,182345
12157,C,182346
12157,G,182347
12157,B,182348
12157,B,182349
12157,A,182350
12157,B,182351
12157,C,182352
12157,E,182353
12157,F,182354
12158,B,182355
12158,C,182356
12158,E,182357
12158,C,182358
12158,D,182359
12158,D,182360
12158,G,182361
12158,E,182362
12158,D,182363
12158,B,182364
12158,G,182365
12158,A,182366
12158,E,182367
12158,G,182368
12158,F,182369
12159,B,182370
12159,E,182371
12159,A,182372
12159,C,182373
12159,G,182374
12159,B,182375
12159,B,182376
12159,B,182377
12159,G,182378
12159,C,182379
12159,E,182380
12159,B,182381
12159,D,182382
12159,A,182383
12159,F,182384
12160,B,182385
12160,C,182386
12160,E,182387
12160,D,182388
12160,E,182389
12160,A,182390
12160,E,182391
12160,D,182392
12160,B,182393
12160,B,182394
12160,C,182395
12160,G,182396
12160,C,182397
12160,D,182398
12160,F,182399
12161,B,182400
12161,E,182401
12161,B,182402
12161,E,182403
12161,E,182404
12161,A,182405
12161,G,182406
12161,D,182407
12161,D,182408
12161,A,182409
12161,B,182410
12161,C,182411
12161,D,182412
