case,activity,time
13501,B,202500
13501,B,202501
13501,G,202502
13501,C,202503
13501,A,202504
13501,G,202505
13501,A,202506
13501,E,202507
13501,G,202508
13501,A,202509
13501,D,202510
13501,C,202511
13501,A,202512
13501,C,202513
13501,F,202514
13502,B,202515
13502,B,202516
13502,B,202517
13502,C,202518
13502,G,202519
13502,C,202520
13502,G,202521
13502,B,202522
13502,D,202523
13502,B,202524
13502,D,202525
13502,G,202526
13502,B,202527
13502,E,202528
13502,F,202529
13503,B,202530
13503,C,202531
13503,C,202532
13503,A,202533
13503,C,202534
13503,C,202535
13503,E,202536
13503,C,202537
13503,C,202538
13503,G,202539
13503,D,202540
13503,A,202541
13503,B,202542
13503,A,202543
13503,F,202544
13504,B,202545
13504,E,202546
13504,B,202547
13504,B,202548
13504,B,202549
13504,C,202550
13504,C,202551
13504,E,202552
13504,G,202553
13504,G,202554
13504,G,202555
13504,E,202556
13504,E,202557
13504,A,202558
13504,F,202559
13505,B,202560
13505,D,202561
13505,C,202562
13505,B,202563
13505,C,202564
13505,C,202565
13505,C,202566
13505,A,202567
13505,E,202568
13505,E,202569
13505,B,202570
13505,B,202571
13505,B,202572
13505,G,202573
13505,F,202574
13506,B,202575
13506,D,202576
13506,B,202577
13506,G,202578
13506,D,202579
13506,G,202580
13506,B,202581
13506,C,202582
13506,B,202583
13506,C,202584
13506,C,202585
13506,C,202586
13506,D,202587
13506,B,202588
13506,F,202589
13507,B,202590
13507,C,202591
13507,A,202592
13507,G,202593
13507,C,202594
13507,C,202595
13507,E,202596
13507,C,202597
13507,A,202598
13507,E,202599
13507,D,202600
13507,B,202601
13507,D,202602
13507,B,202603
13507,F,202604
13508,B,202605
13508,D,202606
13508,E,202607
13508,E,202608
13508,C,202609
13508,A,202610
13508,E,202611
13508,D,202612
13508,D,202613
13508,D,202614
13508,G,202615
13508,G,202616
13508,E,202617
13508,A,202618
13508,F,202619
13509,B,202620
13509,D,202621
13509,D,202622
13509,D,202623
13509,C,202624
13509,E,202625
13509,A,202626
13509,E,202627
13509,B,202628
13509,D,202629
13509,D,202630
13509,E,202631
13509,D,202632
13509,G,202633
13509,F,202634
13510,B,202635
13510,E,202636
13510,A,202637
13510,G,202638
13510,B,202639
13510,B,202640
13510,E,202641
13510,A,202642
13510,D,202643
13510,D,202644
13510,G,202645
13510,A,202646
13510,A,202647
13510,B,202648
13510,F,202649
13511,B,202650
13511,E,202651
13511,D,202652
13511,D,202653
13511,A,202654
13511,A,202655
13511,B,202656
13511,G,202657
13511,D,202658
13511,E,202659
13511,G,202660
13511,A,202661
13511,C,202662
13511,B,202663
13511,F,202664
13512,B,202665
13512,G,202666
13512,E,202667
13512,E,202668
13512,G,202669
13512,G,202670
13512,D,202671
13512,C,202672
13512,B,202673
13512,B,202674
13512,B,202675
13512,A,202676
13512,B,202677
13512,G,202678
13512,F,202679
13513,B,202680
13513,A,202681
13513,E,202682
13513,E,202683
13513,G,202684
13513,D,202685
13513,B,202686
13513,E,202687
13513,D,202688
13513,D,202689
13513,C,202690
13513,B,202691
13513,B,202692
13513,B,202693
13513,F,202694
13514,B,202695
13514,C,202696
13514,A,202697
13514,E,202698
13514,C,202699
13514,E,202700
13514,G,202701
13514,A,202702
13514,A,202703
13514,A,202704
13514,A,202705
13514,A,202706
13514,A,202707
13514,A,202708
13514,F,202709
13515,B,202710
13515,B,202711
13515,G,202712
13515,E,202713
13515,C,202714
13515,G,202715
13515,C,202716
13515,G,202717
13515,E,202718
13515,E,202719
13515,E,202720
13515,G,202721
13515,C,202722
13515,A,202723
13515,F,202724
13516,B,202725
13516,A,202726
13516,E,202727
13516,D,202728
13516,D,202729
13516,D,202730
13516,D,202731
13516,E,202732
13516,D,202733
13516,G,202734
13516,C,202735
13516,E,202736
13516,B,202737
13516,G,202738
13516,F,202739
13517,B,202740
13517,G,202741
13517,E,202742
13517,D,202743
13517,B,202744
13517,E,202745
13517,C,202746
13517,D,202747
13517,E,202748
13517,E,202749
13517,G,202750
13517,E,202751
13517,C,202752
13517,D,202753
13517,F,202754
13518,B,202755
13518,G,202756
13518,C,202757
13518,A,202758
13518,B,202759
13518,G,202760
13518,C,202761
13518,C,202762
13518,D,202763
13518,C,202764
13518,A,202765
13518,E,202766
13518,C,202767
13518,C,202768
13518,F,202769
13519,B,202770
13519,C,202771
13519,A,202772
13519,E,202773
13519,G,202774
13519,G,202775
13519,D,202776
13519,A,202777
13519,A,202778
13519,C,202779
13519,C,202780
13519,G,202781
13519,C,202782
13519,C,202783
13519,F,202784
13520,B,202785
13520,G,202786
13520,G,202787
13520,A,202788
13520,G,202789
13520,C,202790
13520,D,202791
13520,C,202792
13520,G,202793
13520,E,202794
13520,G,202795
13520,G,202796
13520,B,202797
13520,A,202798
13520,F,202799
13521,B,202800
13521,G,202801
13521,B,202802
13521,E,202803
13521,B,202804
