case,activity,time
3601,B,54000
3601,G,54001
3601,D,54002
3601,D,54003
3601,B,54004
3601,B,54005
3601,D,54006
3601,B,54007
3601,B,54008
3601,A,54009
3601,D,54010
3601,A,54011
3601,D,54012
3601,A,54013
3601,F,54014
3602,B,54015
3602,C,54016
3602,B,54017
3602,C,54018
3602,A,54019
3602,A,54020
3602,B,54021
3602,C,54022
3602,C,54023
3602,B,54024
3602,C,54025
3602,E,54026
3602,B,54027
3602,C,54028
3602,F,54029
3603,B,54030
3603,B,54031
3603,G,54032
3603,G,54033
3603,A,54034
3603,E,54035
3603,A,54036
3603,B,54037
3603,D,54038
3603,B,54039
3603,A,54040
3603,A,54041
3603,A,54042
3603,A,54043
3603,F,54044
3604,B,54045
3604,A,54046
3604,E,54047
3604,E,54048
3604,G,54049
3604,B,54050
3604,G,54051
3604,G,54052
3604,D,54053
3604,G,54054
3604,D,54055
3604,A,54056
3604,C,54057
3604,E,54058
3604,F,54059
3605,B,54060
3605,D,54061
3605,E,54062
3605,B,54063
3605,A,54064
3605,C,54065
3605,B,54066
3605,A,54067
3605,C,54068
3605,D,54069
3605,E,54070
3605,B,54071
3605,G,54072
3605,D,54073
3605,F,54074
3606,B,54075
3606,C,54076
3606,A,54077
3606,C,54078
3606,B,54079
3606,D,54080
3606,C,54081
3606,G,54082
3606,G,54083
3606,B,54084
3606,E,54085
3606,A,54086
3606,G,54087
3606,B,54088
3606,F,54089
3607,B,54090
3607,D,54091
3607,E,54092
3607,A,54093
3607,A,54094
3607,E,54095
3607,A,54096
3607,A,54097
3607,A,54098
3607,G,54099
3607,D,54100
3607,C,54101
3607,C,54102
3607,B,54103
3607,F,54104
3608,B,54105
3608,A,54106
3608,E,54107
3608,A,54108
3608,G,54109
3608,B,54110
3608,B,54111
3608,C,54112
3608,B,54113
3608,B,54114
3608,B,54115
3608,A,54116
3608,C,54117
3608,E,54118
3608,F,54119
3609,B,54120
3609,D,54121
3609,E,54122
3609,D,54123
3609,C,54124
3609,E,54125
3609,G,54126
3609,G,54127
3609,E,54128
3609,G,54129
3609,D,54130
3609,D,54131
3609,E,54132
3609,B,54133
3609,F,54134
3610,B,54135
3610,B,54136
3610,B,54137
3610,G,54138
3610,B,54139
3610,C,54140
3610,A,54141
3610,B,54142
3610,D,54143
3610,C,54144
3610,C,54145
3610,E,54146
3610,E,54147
3610,D,54148
3610,F,54149
3611,B,54150
3611,G,54151
3611,G,54152
3611,E,54153
3611,B,54154
3611,G,54155
3611,C,54156
3611,B,54157
3611,E,54158
3611,E,54159
3611,E,54160
3611,C,54161
3611,B,54162
3611,C,54163
3611,F,54164
3612,B,54165
3612,E,54166
3612,A,54167
3612,A,54168
3612,A,54169
3612,B,54170
3612,B,54171
3612,G,54172
3612,B,54173
3612,G,54174
3612,G,54175
3612,D,54176
3612,E,54177
3612,D,54178
3612,F,54179
3613,B,54180
3613,E,54181
3613,E,54182
3613,E,54183
3613,D,54184
3613,C,54185
3613,A,54186
3613,G,54187
3613,D,54188
3613,C,54189
3613,A,54190
3613,B,54191
3613,G,54192
3613,C,54193
3613,F,54194
3614,B,54195
3614,D,54196
3614,B,54197
3614,B,54198
3614,B,54199
3614,A,54200
3614,C,54201
3614,E,54202
3614,D,54203
3614,E,54204
3614,E,54205
3614,B,54206
3614,C,54207
3614,A,54208
3614,F,54209
3615,B,54210
3615,G,54211
3615,A,54212
3615,B,54213
3615,A,54214
3615,A,54215
3615,D,54216
3615,D,54217
3615,C,54218
3615,C,54219
3615,B,54220
3615,C,54221
3615,E,54222
3615,B,54223
3615,F,54224
3616,B,54225
3616,C,54226
3616,G,54227
3616,B,54228
3616,E,54229
3616,C,54230
3616,B,54231
3616,E,54232
3616,D,54233
3616,C,54234
3616,C,54235
3616,D,54236
3616,D,54237
3616,B,54238
3616,F,54239
3617,B,54240
3617,A,54241
3617,C,54242
3617,G,54243
3617,C,54244
3617,D,54245
3617,A,54246
3617,E,54247
3617,G,54248
3617,C,54249
3617,D,54250
3617,C,54251
3617,C,54252
3617,C,54253
3617,F,54254
3618,B,54255
3618,C,54256
3618,E,54257
3618,D,54258
3618,B,54259
3618,B,54260
3618,E,54261
3618,E,54262
3618,B,54263
3618,E,54264
3618,B,54265
3618,D,54266
3618,C,54267
3618,C,54268
3618,F,54269
3619,B,54270
3619,E,54271
3619,A,54272
3619,G,54273
3619,A,54274
3619,G,54275
3619,G,54276
3619,B,54277
3619,G,54278
3619,B,54279
3619,G,54280
3619,C,54281
3619,D,54282
3619,D,54283
3619,F,54284
3620,B,54285
3620,D,54286
3620,B,54287
3620,B,54288
3620,D,54289
3620,G,54290
3620,A,54291
3620,E,54292
3620,D,54293
3620,G,54294
3620,E,54295
3620,G,54296
3620,G,54297
3620,E,54298
3620,F,54299
3621,B,54300
3621,E,54301
3621,C,54302
3621,G,54303
3621,D,54304
3621,A,54305
3621,B,54306
3621,G,54307
3621,G,54308
3621,D,54309
3621,A,54310
3621,G,54311
3621,B,54312
3621,E,54313
3621,F,54314
3622,B,54315
3622,C,54316
3622,A,54317
3622,E,54318
3622,B,54319
3622,A,54320
3622,D,54321
3622,A,54322
3622,A,54323
3622,B,54324
3622,G,54325
3622,E,54326
3622,D,54327
3622,A,54328
3622,F,54329
3623,B,54330
3623,G,54331
3623,D,54332
3623,B,54333
3623,A,54334
3623,D,54335
3623,E,54336
3623,C,54337
3623,B,54338
3623,A,54339
3623,A,54340
3623,G,54341
3623,G,54342
3623,G,54343
3623,F,54344
3624,B,54345
3624,A,54346
3624,E,54347
3624,B,54348
3624,D,54349
3624,A,54350
3624,A,54351
3624,G,54352
3624,B,54353
3624,A,54354
3624,G,54355
3624,D,54356
3624,D,54357
3624,D,54358
3624,F,54359
3625,B,54360
3625,B,54361
3625,A,54362
3625,A,54363
3625,A,54364
3625,D,54365
3625,A,54366
3625,E,54367
3625,D,54368
3625,B,54369
3625,E,54370
3625,C,54371
3625,D,54372
3625,A,54373
3625,F,54374
3626,B,54375
3626,D,54376
3626,B,54377
3626,C,54378
3626,A,54379
3626,E,54380
3626,B,54381
3626,B,54382
3626,G,54383
3626,A,54384
3626,C,54385
3626,B,54386
3626,G,54387
3626,D,54388
3626,F,54389
3627,B,54390
3627,E,54391
3627,C,54392
3627,D,54393
3627,B,54394
3627,B,54395
3627,B,54396
3627,C,54397
3627,B,54398
3627,C,54399
3627,B,54400
3627,E,54401
3627,A,54402
3627,C,54403
3627,F,54404
3628,B,54405
3628,C,54406
3628,C,54407
3628,C,54408
3628,G,54409
3628,D,54410
3628,B,54411
3628,E,54412
3628,D,54413
3628,C,54414
3628,C,54415
3628,G,54416
3628,B,54417
3628,E,54418
3628,F,54419
3629,B,54420
3629,A,54421
3629,D,54422
3629,D,54423
3629,C,54424
3629,G,54425
3629,B,54426
3629,G,54427
3629,G,54428
3629,A,54429
3629,D,54430
3629,E,54431
3629,G,54432
3629,C,54433
3629,F,54434
3630,B,54435
3630,B,54436
3630,G,54437
3630,G,54438
3630,G,54439
3630,D,54440
3630,D,54441
3630,G,54442
3630,B,54443
3630,G,54444
3630,C,54445
3630,G,54446
3630,A,54447
3630,B,54448
3630,F,54449
3631,B,54450
3631,C,54451
3631,A,54452
3631,C,54453
3631,G,54454
3631,A,54455
3631,C,54456
3631,A,54457
3631,E,54458
3631,E,54459
3631,A,54460
3631,B,54461
3631,C,54462
3631,E,54463
3631,F,54464
3632,B,54465
3632,B,54466
3632,C,54467
3632,D,54468
3632,E,54469
3632,D,54470
3632,D,54471
3632,C,54472
3632,G,54473
3632,E,54474
3632,C,54475
3632,E,54476
3632,E,54477
3632,C,54478
3632,F,54479
3633,B,54480
3633,A,54481
3633,E,54482
3633,B,54483
3633,C,54484
3633,C,54485
3633,C,54486
3633,G,54487
3633,D,54488
3633,B,54489
3633,C,54490
3633,D,54491
3633,B,54492
3633,G,54493
3633,F,54494
3634,B,54495
3634,B,54496
3634,G,54497
3634,D,54498
3634,D,54499
3634,C,54500
3634,G,54501
3634,C,54502
3634,D,54503
3634,E,54504
3634,G,54505
3634,A,54506
3634,E,54507
3634,E,54508
3634,F,54509
3635,B,54510
3635,A,54511
3635,C,54512
3635,G,54513
3635,C,54514
3635,C,54515
3635,E,54516
3635,B,54517
3635,B,54518
3635,C,54519
3635,A,54520
3635,D,54521
3635,E,54522
3635,D,54523
3635,F,54524
3636,B,54525
3636,E,54526
3636,E,54527
3636,G,54528
3636,C,54529
3636,C,54530
3636,A,54531
3636,C,54532
3636,B,54533
3636,C,54534
3636,A,54535
3636,B,54536
3636,E,54537
3636,G,54538
3636,F,54539
3637,B,54540
3637,B,54541
3637,D,54542
3637,E,54543
3637,D,54544
3637,A,54545
3637,E,54546
3637,D,54547
3637,D,54548
3637,E,54549
3637,C,54550
3637,G,54551
3637,A,54552
3637,D,54553
3637,F,54554
3638,B,54555
3638,B,54556
3638,C,54557
3638,A,54558
3638,D,54559
3638,B,54560
3638,A,54561
3638,A,54562
3638,B,54563
3638,A,54564
3638,B,54565
3638,G,54566
3638,E,54567
3638,D,54568
3638,F,54569
3639,B,54570
3639,D,54571
3639,B,54572
3639,A,54573
3639,G,54574
3639,E,54575
3639,B,54576
3639,D,54577
3639,A,54578
3639,C,54579
3639,C,54580
3639,B,54581
3639,B,54582
3639,A,54583
3639,F,54584
3640,B,54585
3640,D,54586
3640,E,54587
3640,E,54588
3640,B,54589
3640,E,54590
3640,G,54591
3640,B,54592
3640,B,54593
3640,B,54594
3640,D,54595
3640,D,54596
3640,B,54597
3640,G,54598
3640,F,54599
3641,B,54600
3641,G,54601
3641,B,54602
3641,E,54603
3641,A,54604
3641,G,54605
3641,A,54606
3641,G,54607
3641,D,54608
3641,A,54609
3641,G,54610
3641,C,54611
3641,C,54612
3641,A,54613
3641,F,54614
3642,B,54615
3642,D,54616
3642,C,54617
3642,B,54618
3642,G,54619
3642,E,54620
3642,A,54621
3642,D,54622
3642,E,54623
3642,D,54624
3642,B,54625
3642,C,54626
3642,D,54627
3642,C,54628
3642,F,54629
3643,B,54630
3643,G,54631
3643,A,54632
3643,A,54633
3643,C,54634
3643,E,54635
3643,A,54636
3643,D,54637
3643,E,54638
3643,A,54639
3643,E,54640
3643,D,54641
3643,B,54642
3643,E,54643
3643,F,54644
3644,B,54645
3644,B,54646
3644,C,54647
3644,B,54648
3644,C,54649
3644,A,54650
3644,G,54651
3644,B,54652
3644,D,54653
3644,D,54654
3644,A,54655
3644,C,54656
3644,C,54657
3644,A,54658
3644,F,54659
3645,B,54660
3645,G,54661
3645,A,54662
3645,G,54663
3645,E,54664
3645,A,54665
3645,B,54666
3645,C,54667
3645,A,54668
3645,E,54669
3645,C,54670
3645,A,54671
3645,C,54672
3645,A,54673
3645,F,54674
3646,B,54675
3646,B,54676
3646,C,54677
3646,G,54678
3646,B,54679
3646,B,54680
3646,C,54681
3646,E,54682
3646,E,54683
3646,G,54684
3646,A,54685
3646,E,54686
3646,B,54687
3646,E,54688
3646,F,54689
3647,B,54690
3647,B,54691
3647,G,54692
3647,C,54693
3647,C,54694
3647,C,54695
3647,G,54696
3647,C,54697
3647,C,54698
3647,B,54699
3647,D,54700
3647,C,54701
3647,D,54702
3647,G,54703
3647,F,54704
3648,B,54705
3648,G,54706
3648,G,54707
3648,E,54708
3648,G,54709
3648,A,54710
3648,E,54711
3648,B,54712
3648,E,54713
3648,B,54714
3648,C,54715
3648,C,54716
3648,E,54717
3648,G,54718
3648,F,54719
3649,B,54720
3649,B,54721
3649,E,54722
3649,A,54723
3649,C,54724
3649,G,54725
3649,B,54726
3649,C,54727
3649,G,54728
3649,A,54729
3649,G,54730
3649,A,54731
3649,D,54732
3649,A,54733
3649,F,54734
3650,B,54735
3650,C,54736
3650,B,54737
3650,A,54738
3650,C,54739
3650,E,54740
3650,C,54741
3650,B,54742
3650,G,54743
3650,A,54744
3650,G,54745
3650,G,54746
3650,E,54747
3650,G,54748
3650,F,54749
3651,B,54750
3651,B,54751
3651,C,54752
3651,A,54753
3651,B,54754
3651,E,54755
3651,B,54756
3651,G,54757
3651,C,54758
3651,C,54759
3651,A,54760
3651,E,54761
3651,D,54762
3651,E,54763
3651,F,54764
3652,B,54765
3652,B,54766
3652,C,54767
3652,E,54768
3652,B,54769
3652,C,54770
3652,D,54771
3652,A,54772
3652,D,54773
3652,G,54774
3652,G,54775
3652,A,54776
3652,E,54777
3652,D,54778
3652,F,54779
3653,B,54780
3653,B,54781
3653,B,54782
3653,D,54783
