case,activity,time
4501,B,67500
4501,A,67501
4501,B,67502
4501,G,67503
4501,G,67504
4501,A,67505
4501,D,67506
4501,A,67507
4501,A,67508
4501,G,67509
4501,B,67510
4501,E,67511
4501,B,67512
4501,E,67513
4501,F,67514
4502,B,67515
4502,C,67516
4502,E,67517
4502,B,67518
4502,E,67519
4502,E,67520
4502,G,67521
4502,A,67522
4502,G,67523
4502,B,67524
4502,C,67525
4502,E,67526
4502,B,67527
4502,A,67528
4502,F,67529
4503,B,67530
4503,A,67531
4503,G,67532
4503,E,67533
4503,G,67534
4503,A,67535
4503,C,67536
4503,A,67537
4503,E,67538
4503,C,67539
4503,G,67540
4503,D,67541
4503,C,67542
4503,B,67543
4503,F,67544
4504,B,67545
4504,B,67546
4504,B,67547
4504,D,67548
4504,D,67549
4504,B,67550
4504,D,67551
4504,A,67552
4504,D,67553
4504,E,67554
4504,A,67555
4504,B,67556
4504,E,67557
4504,C,67558
4504,F,67559
4505,B,67560
4505,E,67561
4505,E,67562
4505,A,67563
4505,C,67564
4505,E,67565
4505,D,67566
4505,C,67567
4505,C,67568
4505,G,67569
4505,A,67570
4505,A,67571
4505,A,67572
4505,A,67573
4505,F,67574
4506,B,67575
4506,C,67576
4506,A,67577
4506,A,67578
4506,D,67579
4506,B,67580
4506,A,67581
4506,G,67582
4506,G,67583
4506,A,67584
4506,D,67585
4506,C,67586
4506,C,67587
4506,G,67588
4506,F,67589
4507,B,67590
4507,C,67591
4507,E,67592
4507,G,67593
4507,B,67594
4507,D,67595
4507,C,67596
4507,B,67597
4507,B,67598
4507,C,67599
4507,B,67600
4507,D,67601
4507,B,67602
4507,E,67603
4507,F,67604
4508,B,67605
4508,A,67606
4508,B,67607
4508,C,67608
4508,C,67609
4508,E,67610
4508,D,67611
4508,A,67612
4508,D,67613
4508,B,67614
4508,G,67615
4508,A,67616
4508,A,67617
4508,C,67618
4508,F,67619
4509,B,67620
4509,D,67621
4509,G,67622
4509,E,67623
4509,C,67624
4509,C,67625
4509,B,67626
4509,E,67627
4509,A,67628
4509,D,67629
4509,C,67630
4509,G,67631
4509,E,67632
4509,D,67633
4509,F,67634
4510,B,67635
4510,G,67636
4510,A,67637
4510,E,67638
4510,G,67639
4510,G,67640
4510,G,67641
4510,A,67642
4510,D,67643
4510,D,67644
4510,D,67645
4510,D,67646
4510,E,67647
4510,A,67648
4510,F,67649
4511,B,67650
4511,E,67651
4511,A,67652
4511,E,67653
4511,A,67654
4511,B,67655
4511,B,67656
4511,B,67657
4511,C,67658
4511,E,67659
4511,E,67660
4511,B,67661
4511,E,67662
4511,C,67663
4511,F,67664
4512,B,67665
4512,A,67666
4512,C,67667
4512,B,67668
4512,C,67669
4512,G,67670
4512,A,67671
4512,G,67672
4512,D,67673
4512,C,67674
4512,D,67675
4512,E,67676
4512,D,67677
4512,C,67678
4512,F,67679
4513,B,67680
4513,E,67681
4513,G,67682
4513,G,67683
4513,G,67684
4513,D,67685
4513,A,67686
4513,B,67687
4513,D,67688
4513,B,67689
4513,G,67690
4513,G,67691
4513,G,67692
4513,E,67693
4513,F,67694
4514,B,67695
4514,G,67696
4514,A,67697
4514,G,67698
4514,G,67699
4514,B,67700
4514,C,67701
4514,A,67702
4514,C,67703
4514,B,67704
4514,G,67705
4514,G,67706
4514,B,67707
4514,B,67708
4514,F,67709
4515,B,67710
4515,A,67711
4515,D,67712
4515,C,67713
4515,G,67714
4515,B,67715
4515,A,67716
4515,B,67717
4515,A,67718
4515,C,67719
4515,D,67720
4515,D,67721
4515,C,67722
4515,A,67723
4515,F,67724
4516,B,67725
4516,D,67726
4516,A,67727
4516,D,67728
4516,C,67729
4516,A,67730
4516,E,67731
4516,A,67732
4516,G,67733
4516,D,67734
4516,C,67735
4516,C,67736
4516,A,67737
4516,C,67738
4516,F,67739
4517,B,67740
4517,G,67741
4517,A,67742
4517,B,67743
4517,E,67744
4517,C,67745
4517,E,67746
4517,D,67747
4517,A,67748
4517,G,67749
4517,B,67750
4517,G,67751
4517,E,67752
4517,C,67753
4517,F,67754
4518,B,67755
4518,E,67756
4518,B,67757
4518,B,67758
4518,A,67759
4518,E,67760
4518,C,67761
4518,G,67762
4518,C,67763
4518,A,67764
4518,B,67765
4518,G,67766
4518,A,67767
4518,E,67768
4518,F,67769
4519,B,67770
4519,A,67771
4519,D,67772
4519,A,67773
4519,C,67774
4519,E,67775
4519,E,67776
4519,D,67777
4519,B,67778
4519,D,67779
4519,B,67780
4519,D,67781
4519,E,67782
4519,A,67783
4519,F,67784
4520,B,67785
4520,G,67786
4520,D,67787
4520,G,67788
4520,A,67789
4520,D,67790
4520,D,67791
4520,B,67792
4520,C,67793
4520,C,67794
4520,E,67795
4520,G,67796
4520,G,67797
4520,A,67798
4520,F,67799
4521,B,67800
4521,E,67801
4521,E,67802
4521,B,67803
4521,D,67804
4521,E,67805
4521,B,67806
4521,A,67807
4521,A,67808
4521,A,67809
4521,B,67810
4521,G,67811
4521,G,67812
4521,A,67813
4521,F,67814
4522,B,67815
4522,A,67816
4522,B,67817
4522,D,67818
4522,A,67819
4522,B,67820
4522,B,67821
4522,E,67822
4522,C,67823
4522,B,67824
4522,C,67825
4522,D,67826
4522,E,67827
4522,E,67828
4522,F,67829
4523,B,67830
4523,A,67831
4523,A,67832
4523,G,67833
4523,E,67834
4523,E,67835
4523,A,67836
4523,G,67837
4523,C,67838
4523,E,67839
4523,A,67840
4523,B,67841
4523,B,67842
4523,D,67843
4523,F,67844
4524,B,67845
4524,E,67846
4524,C,67847
4524,G,67848
4524,C,67849
4524,D,67850
4524,B,67851
4524,E,67852
4524,G,67853
4524,C,67854
4524,E,67855
4524,A,67856
4524,D,67857
4524,A,67858
4524,F,67859
4525,B,67860
4525,C,67861
4525,C,67862
4525,G,67863
4525,D,67864
4525,C,67865
4525,G,67866
4525,C,67867
4525,E,67868
4525,C,67869
4525,G,67870
4525,A,67871
4525,D,67872
4525,C,67873
4525,F,67874
4526,B,67875
4526,D,67876
4526,D,67877
4526,G,67878
4526,C,67879
4526,G,67880
4526,E,67881
4526,E,67882
4526,G,67883
4526,C,67884
4526,A,67885
4526,A,67886
4526,E,67887
4526,E,67888
4526,F,67889
4527,B,67890
4527,G,67891
4527,C,67892
4527,G,67893
4527,E,67894
4527,G,67895
4527,B,67896
4527,A,67897
4527,C,67898
4527,D,67899
4527,B,67900
4527,A,67901
4527,C,67902
4527,G,67903
4527,F,67904
4528,B,67905
4528,E,67906
4528,A,67907
4528,A,67908
4528,B,67909
4528,G,67910
4528,C,67911
4528,A,67912
4528,G,67913
4528,E,67914
4528,G,67915
4528,G,67916
4528,E,67917
4528,A,67918
4528,F,67919
4529,B,67920
4529,C,67921
4529,D,67922
4529,G,67923
4529,C,67924
4529,B,67925
4529,E,67926
4529,C,67927
4529,E,67928
4529,D,67929
4529,B,67930
4529,A,67931
4529,B,67932
4529,A,67933
4529,F,67934
4530,B,67935
4530,D,67936
4530,A,67937
4530,B,67938
4530,E,67939
4530,C,67940
4530,D,67941
4530,D,67942
4530,A,67943
4530,G,67944
4530,C,67945
4530,C,67946
4530,D,67947
4530,D,67948
4530,F,67949
4531,B,67950
4531,D,67951
4531,A,67952
4531,E,67953
4531,B,67954
4531,B,67955
4531,D,67956
4531,D,67957
4531,E,67958
4531,C,67959
4531,A,67960
4531,A,67961
4531,C,67962
4531,B,67963
4531,F,67964
4532,B,67965
4532,D,67966
4532,B,67967
4532,B,67968
4532,B,67969
4532,C,67970
4532,G,67971
4532,B,67972
4532,A,67973
4532,D,67974
4532,D,67975
