case,activity,time
15751,B,236250
15751,A,236251
15751,A,236252
15751,G,236253
15751,B,236254
15751,E,236255
15751,E,236256
15751,A,236257
15751,G,236258
15751,G,236259
15751,E,236260
15751,A,236261
15751,G,236262
15751,B,236263
15751,F,236264
15752,B,236265
15752,G,236266
15752,D,236267
15752,G,236268
15752,A,236269
15752,G,236270
15752,C,236271
15752,G,236272
15752,E,236273
15752,A,236274
15752,G,236275
15752,C,236276
15752,B,236277
15752,C,236278
15752,F,236279
15753,B,236280
15753,A,236281
15753,C,236282
15753,E,236283
15753,C,236284
15753,A,236285
15753,B,236286
15753,B,236287
15753,G,236288
15753,A,236289
15753,G,236290
15753,B,236291
15753,B,236292
15753,D,236293
15753,F,236294
15754,B,236295
15754,G,236296
15754,A,236297
15754,A,236298
15754,A,236299
15754,D,236300
15754,B,236301
15754,A,236302
15754,E,236303
15754,G,236304
15754,G,236305
15754,G,236306
15754,C,236307
15754,G,236308
15754,F,236309
15755,B,236310
15755,D,236311
15755,B,236312
15755,E,236313
15755,A,236314
15755,A,236315
15755,D,236316
15755,B,236317
15755,B,236318
15755,A,236319
15755,G,236320
15755,A,236321
15755,B,236322
15755,A,236323
15755,F,236324
15756,B,236325
15756,B,236326
15756,A,236327
15756,E,236328
15756,A,236329
15756,C,236330
15756,G,236331
15756,E,236332
15756,B,236333
15756,D,236334
15756,C,236335
15756,E,236336
15756,G,236337
15756,B,236338
15756,F,236339
15757,B,236340
15757,D,236341
15757,E,236342
15757,G,236343
15757,E,236344
15757,E,236345
15757,A,236346
15757,B,236347
15757,A,236348
15757,E,236349
15757,C,236350
15757,A,236351
15757,D,236352
15757,B,236353
15757,F,236354
15758,B,236355
15758,G,236356
15758,B,236357
15758,A,236358
15758,A,236359
15758,D,236360
15758,C,236361
15758,D,236362
15758,B,236363
15758,E,236364
15758,G,236365
15758,G,236366
15758,A,236367
15758,B,236368
15758,F,236369
15759,B,236370
15759,G,236371
15759,D,236372
15759,E,236373
15759,G,236374
15759,G,236375
15759,D,236376
15759,C,236377
15759,B,236378
15759,D,236379
15759,C,236380
15759,B,236381
15759,G,236382
15759,D,236383
15759,F,236384
15760,B,236385
15760,D,236386
15760,B,236387
15760,G,236388
15760,E,236389
15760,A,236390
15760,E,236391
15760,G,236392
15760,D,236393
15760,D,236394
15760,C,236395
15760,A,236396
15760,G,236397
15760,A,236398
15760,F,236399
15761,B,236400
15761,A,236401
15761,G,236402
15761,A,236403
15761,E,236404
15761,C,236405
15761,C,236406
15761,A,236407
15761,G,236408
15761,G,236409
15761,A,236410
15761,E,236411
15761,B,236412
15761,A,236413
15761,F,236414
15762,B,236415
15762,C,236416
15762,E,236417
15762,E,236418
15762,D,236419
15762,D,236420
15762,B,236421
15762,B,236422
15762,G,236423
15762,C,236424
15762,D,236425
15762,E,236426
15762,E,236427
15762,B,236428
15762,F,236429
15763,B,236430
15763,D,236431
15763,E,236432
15763,B,236433
15763,D,236434
15763,B,236435
15763,B,236436
15763,G,236437
15763,A,236438
15763,D,236439
15763,D,236440
15763,C,236441
15763,E,236442
15763,D,236443
15763,F,236444
15764,B,236445
15764,G,236446
15764,D,236447
15764,B,236448
15764,A,236449
15764,C,236450
15764,D,236451
15764,D,236452
15764,G,236453
15764,A,236454
15764,E,236455
15764,C,236456
15764,D,236457
15764,D,236458
15764,F,236459
15765,B,236460
15765,B,236461
15765,C,236462
15765,B,236463
15765,E,236464
15765,B,236465
15765,C,236466
15765,G,236467
15765,B,236468
15765,A,236469
15765,D,236470
15765,B,236471
15765,A,236472
15765,B,236473
15765,F,236474
15766,B,236475
15766,A,236476
15766,B,236477
15766,D,236478
15766,G,236479
15766,E,236480
15766,C,236481
15766,B,236482
15766,C,236483
15766,B,236484
15766,E,236485
15766,C,236486
15766,C,236487
15766,D,236488
15766,F,236489
15767,B,236490
15767,E,236491
15767,A,236492
15767,B,236493
15767,D,236494
15767,B,236495
15767,G,236496
15767,G,236497
15767,C,236498
15767,E,236499
15767,B,236500
15767,A,236501
15767,E,236502
15767,D,236503
15767,F,236504
15768,B,236505
15768,D,236506
15768,B,236507
15768,D,236508
15768,A,236509
15768,D,236510
15768,D,236511
15768,E,236512
15768,A,236513
15768,E,236514
15768,G,236515
15768,B,236516
15768,A,236517
15768,D,236518
15768,F,236519
15769,B,236520
15769,E,236521
15769,E,236522
15769,B,236523
15769,G,236524
15769,E,236525
15769,C,236526
15769,A,236527
15769,C,236528
15769,G,236529
15769,G,236530
15769,A,236531
15769,A,236532
15769,A,236533
15769,F,236534
15770,B,236535
15770,C,236536
15770,C,236537
15770,C,236538
15770,E,236539
15770,C,236540
15770,E,236541
15770,C,236542
15770,G,236543
15770,D,236544
15770,C,236545
15770,C,236546
15770,A,236547
15770,E,236548
15770,F,236549
15771,B,236550
15771,A,236551
15771,A,236552
15771,C,236553
15771,G,236554
15771,B,236555
15771,A,236556
15771,C,236557
15771,D,236558
15771,C,236559
15771,G,236560
15771,E,236561
15771,E,236562
15771,E,236563
15771,F,236564
15772,B,236565
15772,E,236566
15772,D,236567
15772,A,236568
15772,C,236569
15772,A,236570
15772,C,236571
15772,B,236572
15772,D,236573
15772,D,236574
15772,B,236575
15772,B,236576
15772,E,236577
15772,A,236578
15772,F,236579
15773,B,236580
15773,C,236581
15773,E,236582
15773,E,236583
15773,G,236584
15773,G,236585
15773,C,236586
15773,D,236587
15773,E,236588
15773,G,236589
15773,G,236590
15773,E,236591
15773,D,236592
15773,C,236593
15773,F,236594
15774,B,236595
15774,E,236596
15774,C,236597
15774,A,236598
15774,B,236599
15774,C,236600
15774,C,236601
15774,A,236602
15774,D,236603
15774,D,236604
15774,G,236605
15774,E,236606
15774,A,236607
15774,G,236608
15774,F,236609
15775,B,236610
15775,C,236611
15775,B,236612
15775,C,236613
15775,G,236614
15775,C,236615
15775,G,236616
15775,B,236617
15775,D,236618
15775,A,236619
15775,B,236620
15775,D,236621
15775,E,236622
15775,A,236623
15775,F,236624
15776,B,236625
15776,B,236626
15776,B,236627
15776,A,236628
15776,B,236629
15776,B,236630
15776,G,236631
15776,C,236632
15776,B,236633
15776,A,236634
15776,G,236635
15776,A,236636
15776,A,236637
15776,G,236638
15776,F,236639
15777,B,236640
15777,E,236641
15777,B,236642
15777,E,236643
15777,D,236644
15777,A,236645
15777,C,236646
15777,C,236647
15777,A,236648
15777,C,236649
15777,E,236650
15777,E,236651
15777,E,236652
15777,D,236653
15777,F,236654
15778,B,236655
15778,G,236656
15778,B,236657
15778,B,236658
15778,D,236659
15778,C,236660
15778,E,236661
15778,C,236662
15778,A,236663
15778,D,236664
15778,A,236665
15778,C,236666
15778,G,236667
15778,B,236668
15778,F,236669
15779,B,236670
15779,A,236671
15779,C,236672
15779,A,236673
15779,D,236674
15779,E,236675
15779,E,236676
15779,A,236677
15779,C,236678
15779,E,236679
15779,A,236680
15779,A,236681
15779,D,236682
15779,C,236683
