case,activity,time
17551,B,263250
17551,G,263251
17551,E,263252
17551,D,263253
17551,D,263254
17551,G,263255
17551,A,263256
17551,D,263257
17551,A,263258
17551,D,263259
17551,G,263260
17551,D,263261
17551,A,263262
17551,C,263263
17551,F,263264
17552,B,263265
17552,B,263266
17552,G,263267
17552,E,263268
17552,D,263269
17552,A,263270
17552,B,263271
17552,B,263272
17552,B,263273
17552,G,263274
17552,D,263275
17552,B,263276
17552,B,263277
17552,E,263278
17552,F,263279
17553,B,263280
17553,C,263281
17553,D,263282
17553,A,263283
17553,A,263284
17553,D,263285
17553,B,263286
17553,E,263287
17553,G,263288
17553,E,263289
17553,B,263290
17553,G,263291
17553,D,263292
17553,A,263293
17553,F,263294
17554,B,263295
17554,B,263296
17554,E,263297
17554,B,263298
17554,E,263299
17554,B,263300
17554,B,263301
17554,G,263302
17554,G,263303
17554,A,263304
17554,C,263305
17554,E,263306
17554,C,263307
17554,D,263308
17554,F,263309
17555,B,263310
17555,B,263311
17555,B,263312
17555,D,263313
17555,D,263314
17555,D,263315
17555,C,263316
17555,D,263317
17555,A,263318
17555,B,263319
17555,A,263320
17555,A,263321
17555,E,263322
17555,B,263323
17555,F,263324
17556,B,263325
17556,D,263326
17556,B,263327
17556,G,263328
17556,E,263329
17556,A,263330
17556,C,263331
17556,B,263332
17556,B,263333
17556,D,263334
17556,A,263335
17556,D,263336
17556,G,263337
17556,D,263338
17556,F,263339
17557,B,263340
17557,B,263341
17557,D,263342
17557,B,263343
17557,A,263344
17557,B,263345
17557,G,263346
17557,E,263347
17557,A,263348
17557,B,263349
17557,E,263350
17557,A,263351
17557,C,263352
17557,A,263353
17557,F,263354
17558,B,263355
17558,D,263356
17558,A,263357
17558,D,263358
17558,B,263359
17558,D,263360
17558,D,263361
17558,C,263362
17558,G,263363
17558,D,263364
17558,D,263365
17558,A,263366
17558,G,263367
17558,B,263368
17558,F,263369
17559,B,263370
17559,E,263371
17559,C,263372
17559,E,263373
17559,D,263374
17559,G,263375
17559,D,263376
17559,D,263377
17559,B,263378
17559,E,263379
17559,B,263380
17559,B,263381
17559,C,263382
17559,G,263383
17559,F,263384
17560,B,263385
17560,G,263386
17560,E,263387
17560,C,263388
17560,E,263389
17560,E,263390
17560,D,263391
17560,G,263392
17560,E,263393
17560,E,263394
17560,G,263395
17560,C,263396
17560,B,263397
17560,B,263398
17560,F,263399
17561,B,263400
17561,C,263401
17561,G,263402
17561,B,263403
17561,A,263404
17561,E,263405
17561,G,263406
17561,B,263407
17561,E,263408
17561,G,263409
17561,G,263410
17561,B,263411
17561,A,263412
17561,E,263413
17561,F,263414
17562,B,263415
17562,E,263416
17562,G,263417
17562,B,263418
17562,B,263419
17562,B,263420
17562,A,263421
17562,D,263422
17562,E,263423
17562,D,263424
17562,A,263425
17562,E,263426
17562,D,263427
17562,C,263428
17562,F,263429
17563,B,263430
17563,D,263431
17563,C,263432
17563,D,263433
17563,A,263434
17563,G,263435
17563,E,263436
17563,G,263437
17563,E,263438
17563,A,263439
17563,G,263440
17563,G,263441
17563,E,263442
17563,E,263443
17563,F,263444
17564,B,263445
17564,B,263446
17564,C,263447
17564,E,263448
17564,E,263449
17564,D,263450
17564,G,263451
17564,A,263452
17564,D,263453
17564,B,263454
17564,E,263455
17564,C,263456
17564,E,263457
17564,D,263458
17564,F,263459
17565,B,263460
17565,D,263461
17565,D,263462
17565,G,263463
17565,B,263464
17565,D,263465
17565,E,263466
17565,E,263467
17565,E,263468
17565,C,263469
17565,D,263470
17565,D,263471
17565,A,263472
17565,B,263473
17565,F,263474
17566,B,263475
17566,C,263476
17566,G,263477
17566,B,263478
17566,D,263479
17566,G,263480
17566,G,263481
17566,A,263482
17566,B,263483
17566,C,263484
17566,G,263485
17566,E,263486
17566,A,263487
17566,G,263488
17566,F,263489
17567,B,263490
17567,D,263491
17567,A,263492
17567,E,263493
17567,D,263494
17567,G,263495
17567,A,263496
17567,D,263497
17567,E,263498
17567,G,263499
17567,A,263500
17567,E,263501
17567,D,263502
17567,G,263503
17567,F,263504
17568,B,263505
17568,A,263506
17568,A,263507
17568,D,263508
17568,G,263509
17568,D,263510
17568,C,263511
17568,D,263512
17568,C,263513
17568,A,263514
17568,D,263515
17568,D,263516
17568,B,263517
17568,B,263518
17568,F,263519
17569,B,263520
17569,E,263521
17569,A,263522
17569,D,263523
17569,C,263524
17569,A,263525
17569,A,263526
17569,E,263527
17569,E,263528
17569,B,263529
17569,C,263530
17569,B,263531
17569,A,263532
17569,E,263533
17569,F,263534
17570,B,263535
17570,B,263536
17570,C,263537
17570,B,263538
17570,E,263539
17570,D,263540
17570,A,263541
17570,C,263542
17570,B,263543
17570,E,263544
17570,C,263545
17570,D,263546
17570,D,263547
17570,C,263548
17570,F,263549
17571,B,263550
17571,C,263551
17571,G,263552
17571,D,263553
17571,G,263554
17571,E,263555
17571,B,263556
17571,E,263557
17571,A,263558
17571,D,263559
17571,B,263560
17571,E,263561
17571,B,263562
17571,E,263563
17571,F,263564
17572,B,263565
17572,E,263566
17572,G,263567
17572,B,263568
17572,E,263569
17572,E,263570
17572,E,263571
17572,B,263572
17572,G,263573
17572,B,263574
17572,D,263575
17572,A,263576
17572,C,263577
17572,G,263578
17572,F,263579
17573,B,263580
17573,E,263581
17573,C,263582
17573,C,263583
17573,C,263584
17573,B,263585
17573,A,263586
17573,D,263587
17573,D,263588
17573,G,263589
17573,D,263590
17573,B,263591
17573,C,263592
17573,E,263593
17573,F,263594
17574,B,263595
17574,B,263596
17574,E,263597
17574,C,263598
17574,A,263599
17574,D,263600
17574,C,263601
17574,G,263602
17574,A,263603
17574,B,263604
17574,D,263605
17574,A,263606
17574,C,263607
17574,B,263608
17574,F,263609
17575,B,263610
17575,C,263611
17575,B,263612
17575,G,263613
17575,E,263614
17575,C,263615
17575,A,263616
17575,C,263617
17575,D,263618
17575,C,263619
17575,E,263620
17575,G,263621
17575,E,263622
17575,D,263623
17575,F,263624
17576,B,263625
17576,G,263626
17576,G,263627
17576,G,263628
17576,A,263629
17576,C,263630
17576,A,263631
17576,G,263632
17576,D,263633
17576,A,263634
17576,C,263635
17576,D,263636
17576,C,263637
17576,G,263638
17576,F,263639
17577,B,263640
17577,E,263641
17577,A,263642
