case,activity,time
6751,B,101250
6751,E,101251
6751,B,101252
6751,D,101253
6751,C,101254
6751,E,101255
6751,B,101256
6751,C,101257
6751,D,101258
6751,C,101259
6751,B,101260
6751,D,101261
6751,D,101262
6751,A,101263
6751,F,101264
6752,B,101265
6752,E,101266
6752,D,101267
6752,G,101268
6752,G,101269
6752,G,101270
6752,A,101271
6752,B,101272
6752,A,101273
6752,B,101274
6752,D,101275
6752,E,101276
6752,B,101277
6752,B,101278
6752,F,101279
6753,B,101280
6753,D,101281
6753,E,101282
6753,E,101283
6753,A,101284
6753,E,101285
6753,E,101286
6753,G,101287
6753,C,101288
6753,C,101289
6753,D,101290
6753,C,101291
6753,A,101292
6753,B,101293
6753,F,101294
6754,B,101295
6754,D,101296
6754,C,101297
6754,E,101298
6754,B,101299
6754,A,101300
6754,C,101301
6754,E,101302
6754,G,101303
6754,E,101304
6754,G,101305
6754,B,101306
6754,A,101307
6754,D,101308
6754,F,101309
6755,B,101310
6755,E,101311
6755,E,101312
6755,C,101313
6755,B,101314
6755,E,101315
6755,B,101316
6755,D,101317
6755,D,101318
6755,D,101319
6755,D,101320
6755,G,101321
6755,B,101322
6755,G,101323
6755,F,101324
6756,B,101325
6756,B,101326
6756,D,101327
6756,C,101328
6756,A,101329
6756,B,101330
6756,C,101331
6756,A,101332
6756,A,101333
6756,D,101334
6756,D,101335
6756,D,101336
6756,G,101337
6756,C,101338
6756,F,101339
6757,B,101340
6757,A,101341
6757,G,101342
6757,A,101343
6757,D,101344
6757,D,101345
6757,B,101346
6757,C,101347
6757,G,101348
6757,G,101349
6757,D,101350
6757,E,101351
6757,D,101352
6757,A,101353
6757,F,101354
6758,B,101355
6758,A,101356
6758,D,101357
6758,A,101358
6758,D,101359
6758,B,101360
6758,E,101361
6758,G,101362
6758,G,101363
6758,A,101364
6758,C,101365
6758,C,101366
6758,G,101367
6758,G,101368
6758,F,101369
6759,B,101370
6759,D,101371
6759,E,101372
6759,A,101373
6759,C,101374
6759,G,101375
6759,G,101376
6759,A,101377
6759,E,101378
6759,B,101379
6759,B,101380
6759,B,101381
6759,C,101382
6759,E,101383
6759,F,101384
6760,B,101385
6760,B,101386
6760,B,101387
6760,C,101388
6760,E,101389
6760,B,101390
6760,D,101391
6760,A,101392
6760,B,101393
6760,C,101394
6760,C,101395
6760,A,101396
6760,D,101397
6760,E,101398
6760,F,101399
6761,B,101400
6761,D,101401
6761,G,101402
6761,G,101403
6761,C,101404
6761,C,101405
6761,B,101406
6761,A,101407
6761,D,101408
6761,G,101409
6761,A,101410
6761,D,101411
6761,B,101412
6761,A,101413
6761,F,101414
6762,B,101415
6762,D,101416
6762,G,101417
6762,A,101418
6762,C,101419
6762,C,101420
6762,A,101421
6762,B,101422
6762,G,101423
